id,purchase_order_id,product_variant_id,quantity_ordered,unit_cost,line_total
3079,1005,947,12,1033.24,12398.88
3080,1005,695,45,1455.66,65504.70
3081,1005,600,22,602.14,13247.08
3082,1005,515,8,608.54,4868.32
3083,1006,550,22,293.36,6453.92
3084,1007,312,10,644.11,6441.10
3085,1008,274,33,1284.87,42400.71
3086,1008,520,45,46.87,2109.15
3087,1009,163,31,1072.82,33257.42
3088,1009,608,35,1011.21,35392.35
3089,1010,134,27,585.27,15802.29
3090,1011,676,43,1328.95,57144.85
3091,1012,31,40,257.62,10304.80
3092,1013,931,30,1464.95,43948.50
3093,1013,333,3,648.90,1946.70
3094,1014,311,44,2014.93,88656.92
3095,1014,366,48,1312.07,62979.36
3096,1015,919,17,548.41,9322.97
3097,1015,211,23,1135.67,26120.41
3098,1015,982,42,484.35,20342.70
3099,1016,346,18,919.49,16550.82
3100,1016,696,27,1670.67,45108.09
3101,1016,111,9,629.38,5664.42
3102,1016,284,31,1266.64,39265.84
3103,1016,248,47,643.32,30236.04
3104,1017,584,40,814.29,32571.60
3105,1018,153,39,164.20,6403.80
3106,1018,28,42,884.33,37141.86
3107,1018,47,15,1788.06,26820.90
3108,1018,147,31,1899.87,58895.97
3109,1019,760,45,1682.21,75699.45
3110,1019,737,35,1725.74,60400.90
3111,1019,76,41,542.54,22244.14
3112,1020,114,37,326.71,12088.27
3113,1020,133,1,626.41,626.41
3114,1020,446,15,193.05,2895.75
3115,1020,983,44,1938.94,85313.36
3116,1021,390,4,218.13,872.52
3117,1022,775,46,1038.51,47771.46
3118,1022,913,26,217.76,5661.76
3119,1023,197,10,219.97,2199.70
3120,1023,436,23,1365.80,31413.40
3121,1023,71,10,895.63,8956.30
3122,1023,170,9,84.53,760.77
3123,1024,749,19,1114.74,21180.06
3124,1024,460,27,1216.54,32846.58
3125,1024,519,34,76.79,2610.86
3126,1025,659,26,966.72,25134.72
3127,1025,446,44,187.20,8236.80
3128,1025,86,46,1945.26,89481.96
3129,1026,332,49,1968.25,96444.25
3130,1027,198,2,661.69,1323.38
3131,1027,956,10,1154.84,11548.40
3132,1027,560,44,1485.57,65365.08
3133,1028,849,22,243.58,5358.76
3134,1028,940,30,656.34,19690.20
3135,1028,470,18,94.01,1692.18
3136,1028,621,7,352.37,2466.59
3137,1028,261,16,1201.12,19217.92
3138,1029,56,23,1369.68,31502.64
3139,1029,126,28,577.51,16170.28
3140,1030,679,32,1167.75,37368.00
3141,1030,886,33,1812.22,59803.26
3142,1030,681,26,761.67,19803.42
3143,1030,386,10,710.37,7103.70
3144,1031,95,48,1709.73,82067.04
3145,1031,828,15,1675.58,25133.70
3146,1031,808,2,230.36,460.72
3147,1032,850,20,280.09,5601.80
3148,1033,268,45,1242.95,55932.75
3149,1034,748,17,652.46,11091.82
3150,1034,310,23,1799.58,41390.34
3151,1034,668,36,411.80,14824.80
3152,1034,570,33,1247.75,41175.75
3153,1035,560,45,1517.52,68288.40
3154,1036,182,48,991.83,47607.84
3155,1036,845,26,1347.24,35028.24
3156,1036,491,12,1011.26,12135.12
3157,1036,261,28,1188.61,33281.08
3158,1037,223,49,2010.11,98495.39
3159,1037,85,3,1387.85,4163.55
3160,1038,273,48,423.56,20330.88
3161,1038,747,7,1608.39,11258.73
3162,1038,235,13,447.92,5822.96
3163,1038,716,12,528.11,6337.32
3164,1038,962,24,1807.64,43383.36
3165,1039,850,29,274.49,7960.21
3166,1039,978,9,1555.61,14000.49
3167,1039,830,40,1373.58,54943.20
3168,1039,456,9,578.71,5208.39
3169,1039,251,14,298.27,4175.78
3170,1040,139,38,1721.56,65419.28
3171,1040,659,28,876.38,24538.64
3172,1040,832,35,894.97,31323.95
3173,1041,460,7,1229.35,8605.45
3174,1041,581,13,957.48,12447.24
3175,1041,395,24,2070.35,49688.40
3176,1041,102,3,242.75,728.25
3177,1042,91,11,1609.63,17705.93
3178,1042,367,18,884.72,15924.96
3179,1042,663,40,1528.04,61121.60
3180,1042,915,17,278.75,4738.75
3181,1042,122,21,501.51,10531.71
3182,1043,226,18,761.89,13714.02
3183,1043,558,42,1321.05,55484.10
3184,1044,236,40,248.09,9923.60
3185,1044,649,46,1890.68,86971.28
3186,1044,722,25,485.13,12128.25
3187,1045,982,35,457.19,16001.65
3188,1045,648,29,1244.48,36089.92
3189,1045,313,43,1576.45,67787.35
3190,1045,575,8,1498.48,11987.84
3191,1046,130,6,398.48,2390.88
3192,1046,910,45,1995.33,89789.85
3193,1046,207,31,1839.27,57017.37
3194,1047,558,26,1258.73,32726.98
3195,1047,703,12,1095.84,13150.08
3196,1047,984,27,277.76,7499.52
3197,1047,22,14,736.96,10317.44
3198,1047,491,41,902.20,36990.20
3199,1048,23,16,854.13,13666.08
3200,1048,641,9,291.58,2624.22
3201,1048,286,46,1173.32,53972.72
3202,1048,892,2,979.59,1959.18
3203,1048,915,38,284.81,10822.78
3204,1049,402,12,882.21,10586.52
3205,1049,210,28,1480.12,41443.36
3206,1050,932,42,1168.56,49079.52
3207,1050,44,20,100.05,2001.00
3208,1050,629,45,596.93,26861.85
3209,1050,331,20,935.16,18703.20
3210,1051,484,32,285.94,9150.08
3211,1051,833,1,28.81,28.81
3212,1051,147,13,1823.88,23710.44
3213,1051,114,27,297.31,8027.37
3214,1051,697,43,1779.84,76533.12
3215,1052,582,3,1409.15,4227.45
3216,1052,359,4,1960.77,7843.08
3217,1053,631,42,1908.92,80174.64
3218,1054,779,32,42.06,1345.92
3219,1054,620,50,1723.97,86198.50
3220,1054,695,45,1470.22,66159.90
3221,1054,397,14,777.10,10879.40
3222,1055,229,20,1936.28,38725.60
3223,1055,777,8,29.81,238.48
3224,1055,969,18,514.36,9258.48
3225,1055,950,38,438.62,16667.56
3226,1055,247,26,2044.47,53156.22
3227,1056,95,6,1741.39,10448.34
3228,1056,77,19,696.35,13230.65
3229,1056,583,11,1003.10,11034.10
3230,1057,113,11,23.32,256.52
3231,1058,678,15,554.99,8324.85
3232,1058,770,12,24.17,290.04
3233,1058,282,46,345.24,15881.04
3234,1059,155,19,32.31,613.89
3235,1059,945,6,1207.59,7245.54
3236,1059,675,33,1619.99,53459.67
3237,1059,818,43,1196.78,51461.54
3238,1059,772,25,1568.31,39207.75
3239,1060,1006,31,1571.92,48729.52
3240,1060,446,32,196.95,6302.40
3241,1061,204,17,38.83,660.11
3242,1061,960,3,2081.23,6243.69
3243,1061,269,5,610.25,3051.25
3244,1061,313,36,1560.84,56190.24
3245,1061,127,37,723.98,26787.26
3246,1062,722,28,444.70,12451.60
3247,1062,733,45,1219.87,54894.15
3248,1063,288,16,20.96,335.36
3249,1063,542,35,201.72,7060.20
3250,1063,213,25,179.81,4495.25
3251,1063,783,10,1452.83,14528.30
3252,1064,223,13,1918.74,24943.62
3253,1064,827,12,1787.10,21445.20
3254,1064,913,38,266.14,10113.32
3255,1065,779,33,50.00,1650.00
3256,1066,257,12,37.14,445.68
3257,1066,673,18,1191.24,21442.32
3258,1066,285,18,278.73,5017.14
3259,1067,579,22,932.25,20509.50
3260,1067,147,16,1709.88,27358.08
3261,1067,828,23,1658.30,38140.90
3262,1067,539,40,1409.41,56376.40
3263,1068,800,24,79.81,1915.44
3264,1068,709,50,711.01,35550.50
3265,1068,52,2,321.35,642.70
3266,1069,114,41,339.78,13930.98
3267,1069,879,8,2119.25,16954.00
3268,1070,13,17,676.68,11503.56
3269,1070,663,19,1660.91,31557.29
3270,1070,690,10,1278.70,12787.00
3271,1071,320,11,1268.73,13956.03
3272,1071,816,38,1495.08,56813.04
3273,1071,734,9,1888.54,16996.86
3274,1072,628,49,1729.99,84769.51
3275,1072,108,12,804.44,9653.28
3276,1072,602,32,1712.90,54812.80
3277,1073,9,10,1555.94,15559.40
3278,1073,646,18,1633.46,29402.28
3279,1073,618,4,1263.34,5053.36
3280,1073,818,33,1136.94,37519.02
3281,1074,909,21,1234.65,25927.65
3282,1074,429,43,48.00,2064.00
3283,1074,380,4,538.23,2152.92
3284,1074,418,45,776.64,34948.80
3285,1074,437,7,453.08,3171.56
3286,1075,66,45,820.04,36901.80
3287,1075,425,31,1326.78,41130.18
3288,1075,836,40,1773.62,70944.80
3289,1076,657,35,459.74,16090.90
3290,1076,309,8,1492.99,11943.92
3291,1077,544,23,1020.78,23477.94
3292,1077,853,22,116.30,2558.60
3293,1078,926,6,536.47,3218.82
3294,1078,407,25,1005.57,25139.25
3295,1078,508,50,1284.18,64209.00
3296,1078,191,14,342.13,4789.82
3297,1078,644,37,1482.22,54842.14
3298,1079,985,33,1356.97,44780.01
3299,1080,798,46,1544.11,71029.06
3300,1081,806,29,694.16,20130.64
3301,1081,609,48,929.51,44616.48
3302,1081,121,19,1578.09,29983.71
3303,1081,147,28,1728.88,48408.64
3304,1081,364,24,597.98,14351.52
3305,1082,723,29,824.25,23903.25
3306,1083,999,3,1905.43,5716.29
3307,1083,311,17,2054.05,34918.85
3308,1083,331,26,887.44,23073.44
3309,1084,432,40,661.44,26457.60
3310,1084,542,7,181.75,1272.25
3311,1084,739,23,1145.54,26347.42
3312,1084,831,24,839.36,20144.64
3313,1085,66,28,738.04,20665.12
3314,1085,140,17,439.16,7465.72
3315,1085,908,30,1180.01,35400.30
3316,1085,513,12,1394.64,16735.68
3317,1085,1003,20,913.80,18276.00
3318,1086,933,40,735.45,29418.00
3319,1086,306,7,316.71,2216.97
3320,1086,667,47,822.91,38676.77
3321,1086,512,7,165.20,1156.40
3322,1087,965,3,789.43,2368.29
3323,1087,49,22,1329.87,29257.14
3324,1087,260,46,864.93,39786.78
3325,1087,110,34,1202.14,40872.76
3326,1088,222,17,988.05,16796.85
3327,1088,651,18,748.00,13464.00
3328,1088,469,15,1044.88,15673.20
3329,1088,568,1,341.53,341.53
3330,1089,255,31,1748.51,54203.81
3331,1089,584,1,822.68,822.68
3332,1089,648,29,1451.90,42105.10
3333,1089,855,33,124.92,4122.36
3334,1089,1,31,1395.49,43260.19
3335,1090,574,32,1616.44,51726.08
3336,1090,913,5,232.27,1161.35
3337,1091,687,23,751.25,17278.75
3338,1091,296,6,411.52,2469.12
3339,1091,452,8,720.75,5766.00
3340,1091,340,48,607.10,29140.80
3341,1092,346,7,988.70,6920.90
3342,1092,895,21,1916.03,40236.63
3343,1092,126,33,613.99,20261.67
3344,1092,930,47,1688.46,79357.62
3345,1093,1009,47,1025.63,48204.61
3346,1093,242,44,321.78,14158.32
3347,1093,1006,9,1471.89,13247.01
3348,1093,823,5,1361.87,6809.35
3349,1093,306,26,266.86,6938.36
3350,1094,815,43,1158.10,49798.30
3351,1094,517,25,552.27,13806.75
3352,1095,680,34,975.41,33163.94
3353,1095,806,49,749.69,36734.81
3354,1095,668,50,436.26,21813.00
3355,1095,874,39,1883.53,73457.67
3356,1095,694,38,923.51,35093.38
3357,1096,172,19,257.27,4888.13
3358,1096,100,38,1727.74,65654.12
3359,1097,606,28,1628.33,45593.24
3360,1097,763,46,958.51,44091.46
3361,1098,848,33,1260.54,41597.82
3362,1099,45,9,1677.46,15097.14
3363,1099,844,17,1340.60,22790.20
3364,1099,428,11,1921.36,21134.96
3365,1099,470,47,81.47,3829.09
3366,1100,792,29,299.97,8699.13
3367,1100,848,28,1165.41,32631.48
3368,1100,548,14,598.14,8373.96
3369,1100,216,5,1778.16,8890.80
3370,1101,388,24,1446.13,34707.12
3371,1101,283,20,1312.51,26250.20
3372,1101,827,20,1944.21,38884.20
3373,1101,756,11,1570.77,17278.47
3374,1102,709,12,704.30,8451.60
3375,1103,407,30,1102.89,33086.70
3376,1104,955,2,968.53,1937.06
3377,1104,854,19,1322.72,25131.68
3378,1104,128,27,930.15,25114.05
3379,1104,698,45,837.77,37699.65
3380,1104,954,46,578.47,26609.62
3381,1105,814,23,1969.91,45307.93
3382,1105,838,47,1286.35,60458.45
3383,1106,986,1,191.15,191.15
3384,1107,98,45,1630.89,73390.05
3385,1108,712,4,1037.66,4150.64
3386,1108,331,23,916.07,21069.61
3387,1108,82,15,1248.50,18727.50
3388,1108,431,21,1768.54,37139.34
3389,1108,83,9,1821.28,16391.52
3390,1109,780,33,136.46,4503.18
3391,1110,314,40,1575.18,63007.20
3392,1110,673,20,1439.97,28799.40
3393,1110,376,1,632.50,632.50
3394,1111,830,10,1343.72,13437.20
3395,1111,365,45,86.06,3872.70
3396,1112,402,37,911.61,33729.57
3397,1112,19,40,1049.81,41992.40
3398,1112,809,7,1748.34,12238.38
3399,1112,236,44,252.82,11124.08
3400,1112,865,35,780.26,27309.10
3401,1113,704,50,888.08,44404.00
3402,1113,882,23,176.71,4064.33
3403,1114,949,45,1252.04,56341.80
3404,1115,802,44,1037.31,45641.64
3405,1115,502,12,761.24,9134.88
3406,1115,548,16,587.06,9392.96
3407,1115,965,8,760.19,6081.52
3408,1116,960,16,2160.51,34568.16
3409,1116,508,32,1569.56,50225.92
3410,1116,74,40,1247.22,49888.80
3411,1116,462,20,1039.83,20796.60
3412,1117,351,39,1971.30,76880.70
3413,1117,729,14,429.45,6012.30
3414,1117,875,41,578.42,23715.22
3415,1117,285,45,267.47,12036.15
3416,1117,418,12,792.99,9515.88
3417,1118,748,43,646.07,27781.01
3418,1118,41,45,1118.58,50336.10
3419,1118,620,18,1642.65,29567.70
3420,1118,756,4,1620.90,6483.60
3421,1118,951,37,1903.83,70441.71
3422,1119,509,41,1996.71,81865.11
3423,1119,781,30,456.46,13693.80
3424,1119,901,7,1100.29,7702.03
3425,1119,530,41,641.48,26300.68
3426,1119,116,48,1476.80,70886.40
3427,1120,298,25,784.49,19612.25
3428,1121,611,43,1299.15,55863.45
3429,1121,782,7,697.34,4881.38
3430,1121,82,18,1189.61,21412.98
3431,1121,510,40,198.02,7920.80
3432,1121,183,39,454.86,17739.54
3433,1122,130,41,377.94,15495.54
3434,1123,957,45,1136.73,51152.85
3435,1123,365,26,80.32,2088.32
3436,1123,428,45,1804.92,81221.40
3437,1123,429,46,55.58,2556.68
3438,1124,787,31,159.60,4947.60
3439,1124,372,3,1899.61,5698.83
3440,1124,694,30,906.57,27197.10
3441,1125,215,1,635.56,635.56
3442,1126,475,33,1675.86,55303.38
3443,1126,10,37,668.30,24727.10
3444,1127,512,6,160.34,962.04
3445,1127,289,5,1664.47,8322.35
3446,1128,98,26,1497.75,38941.50
3447,1128,375,45,1414.20,63639.00
3448,1129,636,45,303.71,13666.95
3449,1129,128,3,869.30,2607.90
3450,1129,750,1,448.35,448.35
3451,1130,346,40,1028.25,41130.00
3452,1130,35,19,763.57,14507.83
3453,1130,220,25,645.33,16133.25
3454,1130,753,39,1523.95,59434.05
3455,1130,397,26,685.67,17827.42
3456,1131,767,18,368.47,6632.46
3457,1131,278,14,1076.90,15076.60
3458,1131,985,7,1443.58,10105.06
3459,1132,272,42,1555.26,65320.92
3460,1132,945,13,1393.37,18113.81
3461,1132,479,8,467.94,3743.52
3462,1132,725,45,860.36,38716.20
3463,1133,597,47,1067.37,50166.39
3464,1133,365,9,79.50,715.50
3465,1133,769,49,55.22,2705.78
3466,1134,872,29,2054.34,59575.86
3467,1134,80,7,41.02,287.14
3468,1134,803,24,1747.55,41941.20
3469,1134,727,17,671.53,11416.01
3470,1135,38,39,1357.85,52956.15
3471,1135,791,21,1691.61,35523.81
3472,1135,584,16,906.63,14506.08
3473,1136,393,32,1063.70,34038.40
3474,1137,784,28,1243.00,34804.00
3475,1138,403,29,1884.17,54640.93
3476,1138,797,2,66.15,132.30
3477,1138,576,32,1894.33,60618.56
3478,1139,482,43,673.68,28968.24
3479,1139,648,13,1479.55,19234.15
3480,1139,80,40,45.63,1825.20
3481,1139,740,20,1472.65,29453.00
3482,1139,214,37,463.68,17156.16
3483,1140,273,38,506.43,19244.34
3484,1140,510,38,189.94,7217.72
3485,1140,598,33,1159.71,38270.43
3486,1140,592,3,319.77,959.31
3487,1140,988,16,57.46,919.36
3488,1141,646,46,1603.76,73772.96
3489,1141,580,45,782.74,35223.30
3490,1141,750,2,486.51,973.02
3491,1141,817,23,1578.43,36303.89
3492,1142,689,35,1379.56,48284.60
3493,1143,27,29,1522.60,44155.40
3494,1143,679,24,1290.67,30976.08
3495,1143,373,42,1300.49,54620.58
3496,1143,724,10,1382.30,13823.00
3497,1143,20,49,1609.36,78858.64
3498,1144,157,43,1265.00,54395.00
3499,1144,778,19,126.13,2396.47
3500,1144,522,48,341.68,16400.64
3501,1145,722,14,485.13,6791.82
3502,1145,623,42,894.44,37566.48
3503,1146,190,7,127.85,894.95
3504,1146,456,45,699.53,31478.85
3505,1146,138,23,1458.15,33537.45
3506,1146,425,10,1272.06,12720.60
3507,1147,230,41,953.48,39092.68
3508,1148,774,40,854.18,34167.20
3509,1148,513,1,1199.13,1199.13
3510,1148,787,9,180.99,1628.91
3511,1148,579,47,932.25,43815.75
3512,1148,147,41,2051.86,84126.26
3513,1149,214,36,405.72,14605.92
3514,1149,539,28,1370.62,38377.36
3515,1149,619,36,547.51,19710.36
3516,1150,209,1,727.16,727.16
3517,1150,159,26,1030.49,26792.74
3518,1151,691,49,1738.68,85195.32
3519,1151,842,3,563.74,1691.22
3520,1151,563,32,498.73,15959.36
3521,1151,238,12,319.27,3831.24
3522,1152,378,44,1880.10,82724.40
3523,1152,883,6,274.03,1644.18
3524,1152,501,11,2087.73,22965.03
3525,1152,330,45,1240.76,55834.20
3526,1152,180,12,1373.92,16487.04
3527,1153,317,2,183.28,366.56
3528,1153,263,47,1970.82,92628.54
3529,1153,912,16,706.53,11304.48
3530,1153,842,40,621.86,24874.40
3531,1153,156,18,1775.21,31953.78
3532,1154,548,45,575.98,25919.10
3533,1155,215,18,642.62,11567.16
3534,1155,1006,31,1571.92,48729.52
3535,1155,280,17,1682.74,28606.58
3536,1156,115,47,1236.47,58114.09
3537,1156,172,29,249.55,7236.95
3538,1156,464,35,116.00,4060.00
3539,1156,439,35,108.79,3807.65
3540,1156,966,3,786.67,2360.01
3541,1157,212,9,1293.59,11642.31
3542,1158,538,35,1335.12,46729.20
3543,1159,311,34,1877.99,63851.66
3544,1159,908,12,1225.83,14709.96
3545,1160,592,47,313.56,14737.32
3546,1160,754,6,1532.49,9194.94
3547,1160,931,2,1738.62,3477.24
3548,1161,852,10,1149.33,11493.30
3549,1161,453,40,1088.76,43550.40
3550,1161,610,40,824.86,32994.40
3551,1162,299,27,160.08,4322.16
3552,1162,83,49,2036.70,99798.30
3553,1162,611,11,1399.09,15389.99
3554,1163,139,46,1755.99,80775.54
3555,1164,511,6,1225.25,7351.50
3556,1165,135,43,649.91,27946.13
3557,1166,257,35,43.75,1531.25
3558,1166,667,21,796.92,16735.32
3559,1166,384,46,486.56,22381.76
3560,1166,763,26,931.89,24229.14
3561,1167,852,11,1091.28,12004.08
3562,1167,599,16,940.73,15051.68
3563,1168,295,33,1235.98,40787.34
3564,1168,225,47,749.56,35229.32
3565,1168,422,50,331.28,16564.00
3566,1168,737,9,1894.56,17051.04
3567,1169,518,21,866.41,18194.61
3568,1169,818,17,1220.72,20752.24
3569,1170,707,44,220.14,9686.16
3570,1170,422,15,404.90,6073.50
3571,1170,954,31,567.66,17597.46
3572,1171,423,36,155.46,5596.56
3573,1171,51,44,541.35,23819.40
3574,1171,242,14,338.03,4732.42
3575,1172,856,9,1492.05,13428.45
3576,1173,674,9,937.20,8434.80
3577,1173,682,4,1995.80,7983.20
3578,1173,523,46,1887.65,86831.90
3579,1173,23,15,782.95,11744.25
3580,1174,957,9,1084.11,9756.99
3581,1174,194,30,1640.34,49210.20
3582,1174,832,17,851.94,14482.98
3583,1175,419,39,557.82,21754.98
3584,1175,581,16,806.77,12908.32
3585,1175,773,26,610.90,15883.40
3586,1175,341,7,166.21,1163.47
3587,1175,619,24,584.72,14033.28
3588,1176,1,36,1325.01,47700.36
3589,1176,946,5,1733.89,8669.45
3590,1176,359,42,1774.03,74509.26
3591,1176,166,40,2097.92,83916.80
3592,1176,884,23,1055.84,24284.32
3593,1177,447,1,1253.88,1253.88
3594,1177,659,13,831.20,10805.60
3595,1177,279,35,1780.78,62327.30
3596,1178,752,48,1425.18,68408.64
3597,1178,404,39,167.03,6514.17
3598,1178,186,4,1020.74,4082.96
3599,1179,856,15,1541.24,23118.60
3600,1179,644,45,1468.50,66082.50
3601,1179,5,32,629.80,20153.60
3602,1179,120,17,804.06,13669.02
3603,1180,164,45,902.03,40591.35
3604,1180,625,28,742.44,20788.32
3605,1180,1007,43,1653.04,71080.72
3606,1181,718,29,1227.95,35610.55
3607,1182,910,50,1778.01,88900.50
3608,1182,840,1,1736.83,1736.83
3609,1183,650,11,303.58,3339.38
3610,1183,540,14,1531.67,21443.38
3611,1183,654,2,508.62,1017.24
3612,1183,531,27,711.34,19206.18
3613,1183,581,9,797.90,7181.10
3614,1184,93,27,1122.20,30299.40
3615,1185,69,10,140.65,1406.50
3616,1185,349,47,373.23,17541.81
3617,1185,216,25,1959.61,48990.25
3618,1185,569,35,135.77,4751.95
3619,1185,76,8,587.29,4698.32
3620,1186,159,34,1085.31,36900.54
3621,1186,655,45,610.46,27470.70
3622,1186,475,22,1495.13,32892.86
3623,1187,118,36,457.63,16474.68
3624,1187,295,29,1174.18,34051.22
3625,1187,427,5,1886.48,9432.40
3626,1187,976,9,276.54,2488.86
3627,1187,660,29,1034.10,29988.90
3628,1188,387,40,1466.15,58646.00
3629,1188,431,8,1925.74,15405.92
3630,1188,195,27,1521.45,41079.15
3631,1188,322,2,1696.47,3392.94
3632,1188,391,49,849.32,41616.68
3633,1189,366,11,1128.13,12409.43
3634,1190,989,6,1419.23,8515.38
3635,1190,271,29,33.77,979.33
3636,1190,448,8,1471.21,11769.68
3637,1191,291,42,1225.50,51471.00
3638,1191,499,22,1384.32,30455.04
3639,1191,707,38,213.73,8121.74
3640,1192,944,40,1832.97,73318.80
3641,1192,672,25,120.05,3001.25
3642,1193,763,36,869.76,31311.36
3643,1193,676,20,1460.39,29207.80
3644,1193,680,22,1024.67,22542.74
3645,1193,245,15,1412.60,21189.00
3646,1194,892,24,935.07,22441.68
3647,1194,131,50,662.05,33102.50
3648,1194,707,10,228.69,2286.90
3649,1195,111,46,587.42,27021.32
3650,1195,4,25,1442.05,36051.25
3651,1195,448,7,1457.59,10203.13
3652,1195,579,7,1029.36,7205.52
3653,1195,550,2,325.25,650.50
3654,1196,905,29,728.77,21134.33
3655,1196,636,31,316.64,9815.84
3656,1196,131,33,637.07,21023.31
3657,1196,32,44,595.20,26188.80
3658,1196,414,42,296.15,12438.30
3659,1197,810,49,689.52,33786.48
3660,1197,730,18,273.51,4923.18
3661,1198,57,30,1517.57,45527.10
3662,1199,225,12,826.83,9921.96
3663,1199,73,44,354.83,15612.52
3664,1199,567,42,105.24,4420.08
3665,1200,557,42,1239.03,52039.26
3666,1200,734,27,1801.11,48629.97
3667,1200,52,6,354.82,2128.92
3668,1201,636,18,342.49,6164.82
3669,1201,624,38,1648.46,62641.48
3670,1201,311,41,1956.24,80205.84
3671,1202,382,48,1302.15,62503.20
3672,1202,860,40,1111.31,44452.40
3673,1202,37,1,72.82,72.82
3674,1202,431,42,2004.34,84182.28
3675,1203,228,15,1088.50,16327.50
3676,1203,269,2,575.38,1150.76
3677,1203,719,44,454.58,20001.52
3678,1203,245,9,1398.33,12584.97
3679,1204,3,5,29.32,146.60
3680,1204,288,36,21.18,762.48
3681,1204,531,30,725.57,21767.10
3682,1204,236,4,257.55,1030.20
3683,1205,463,35,1306.04,45711.40
3684,1205,593,1,1226.55,1226.55
3685,1205,595,33,1359.21,44853.93
3686,1206,453,2,998.86,1997.72
3687,1206,223,2,1900.46,3800.92
3688,1206,996,1,976.76,976.76
3689,1206,906,2,1463.69,2927.38
3690,1206,113,47,25.13,1181.11
3691,1207,911,33,846.92,27948.36
3692,1207,363,25,300.40,7510.00
3693,1207,497,38,212.27,8066.26
3694,1207,783,48,1467.22,70426.56
3695,1208,866,11,380.91,4190.01
3696,1208,415,10,1388.89,13888.90
3697,1208,448,16,1403.10,22449.60
3698,1209,392,48,702.48,33719.04
3699,1209,310,42,1749.12,73463.04
3700,1210,348,46,1121.54,51590.84
3701,1211,240,40,948.75,37950.00
3702,1211,567,12,117.18,1406.16
3703,1211,876,30,472.29,14168.70
3704,1211,382,10,1289.98,12899.80
3705,1211,559,16,417.89,6686.24
3706,1212,172,15,275.28,4129.20
3707,1212,425,43,1463.56,62933.08
3708,1213,63,19,584.07,11097.33
3709,1214,970,34,1915.94,65141.96
3710,1214,801,43,481.94,20723.42
3711,1214,262,1,729.00,729.00
3712,1214,395,15,1821.14,27317.10
3713,1215,620,18,1789.03,32202.54
3714,1215,582,5,1507.79,7538.95
3715,1215,369,30,1848.41,55452.30
3716,1215,404,30,178.04,5341.20
3717,1215,732,21,1069.88,22467.48
3718,1216,373,1,1327.87,1327.87
3719,1216,761,38,1404.09,53355.42
3720,1216,139,7,1635.48,11448.36
3721,1217,382,18,1229.13,22124.34
3722,1217,243,13,223.88,2910.44
3723,1217,78,38,1691.42,64273.96
3724,1217,660,29,1064.22,30862.38
3725,1217,153,26,147.16,3826.16
3726,1218,542,35,191.73,6710.55
3727,1218,139,34,1635.48,55606.32
3728,1218,784,10,1193.28,11932.80
3729,1218,159,13,1019.53,13253.89
3730,1219,843,15,1776.07,26641.05
3731,1219,766,45,1985.05,89327.25
3732,1220,433,12,1391.94,16703.28
3733,1220,126,10,668.70,6687.00
3734,1221,62,28,1109.60,31068.80
3735,1221,660,41,1024.06,41986.46
3736,1222,134,36,568.70,20473.20
3737,1222,368,4,1939.90,7759.60
3738,1222,656,47,1317.48,61921.56
3739,1223,107,44,1576.90,69383.60
3740,1223,873,5,552.67,2763.35
3741,1224,989,17,1696.90,28847.30
3742,1224,318,46,720.76,33154.96
3743,1225,482,33,586.35,19349.55
3744,1225,163,6,1023.15,6138.90
3745,1225,365,48,87.70,4209.60
3746,1226,475,34,1675.86,56979.24
3747,1226,160,17,568.20,9659.40
3748,1226,116,28,1374.45,38484.60
3749,1226,753,11,1461.75,16079.25
3750,1227,391,47,882.96,41499.12
3751,1227,158,10,1167.59,11675.90
3752,1227,122,21,483.10,10145.10
3753,1227,92,21,970.58,20382.18
3754,1227,503,47,1421.56,66813.32
3755,1228,521,9,1097.64,9878.76
3756,1229,782,14,784.51,10983.14
3757,1230,693,11,1916.51,21081.61
3758,1230,502,29,715.10,20737.90
3759,1230,368,16,1822.33,29157.28
3760,1231,758,2,1862.70,3725.40
3761,1231,872,9,2131.87,19186.83
3762,1231,22,34,699.36,23778.24
3763,1231,114,32,307.11,9827.52
3764,1232,734,40,1643.73,65749.20
3765,1233,278,35,1056.77,36986.95
3766,1233,97,32,1393.81,44601.92
3767,1233,589,3,804.17,2412.51
3768,1233,487,49,1431.86,70161.14
3769,1234,1007,45,1602.44,72109.80
3770,1234,343,8,530.47,4243.76
3771,1234,320,29,1281.29,37157.41
3772,1235,28,45,874.72,39362.40
3773,1235,261,9,1288.71,11598.39
3774,1235,146,24,1031.23,24749.52
3775,1236,809,7,1636.06,11452.42
3776,1236,194,8,1465.16,11721.28
3777,1237,531,29,732.68,21247.72
3778,1237,519,5,69.81,349.05
3779,1238,424,17,32.23,547.91
3780,1239,452,15,652.75,9791.25
3781,1239,191,25,316.06,7901.50
3782,1239,630,34,950.51,32317.34
3783,1239,125,24,1740.10,41762.40
3784,1239,608,42,1020.75,42871.50
3785,1240,330,28,1109.53,31066.84
3786,1240,691,20,1627.02,32540.40
3787,1240,284,4,1319.97,5279.88
3788,1240,518,5,951.17,4755.85
3789,1241,548,45,575.98,25919.10
3790,1241,637,32,733.10,23459.20
3791,1241,36,41,1415.02,58015.82
3792,1241,550,21,334.81,7031.01
3793,1241,927,39,1334.82,52057.98
3794,1242,125,18,1740.10,31321.80
3795,1242,917,23,346.57,7971.11
