id,product_id,sku,barcode_ean,sale_price,cost_price,weight_kg,icms_rate,ipi_rate,is_active,created_at,updated_at
407,202,LHN-151812,3083490232974,2324.71,1081.26,18.739,12.00,0.00,TRUE,2025-11-23 08:25:12,2026-08-23 19:34:16
408,202,LHN-057852,1745925268591,364.81,258.73,3.305,18.00,5.00,TRUE,2026-04-12 10:33:36,2026-10-17 11:54:18
409,203,LHN-568908,,869.52,404.43,3.962,17.00,0.00,TRUE,2020-09-03 22:41:26,2026-02-25 16:58:27
410,203,LHN-069697,,368.49,169.81,44.955,17.00,0.00,TRUE,2024-05-07 16:19:21,2025-04-14 20:56:57
411,203,LHN-353941,8176715553765,2640.24,1846.32,44.541,17.00,5.00,TRUE,2025-11-25 13:42:02,2026-10-28 09:06:25
412,204,LHN-488283,2801119053912,1770.44,1047.60,44.275,12.00,0.00,TRUE,2025-04-12 08:06:53,2025-09-27 10:54:20
413,204,LHN-185115,4263416463418,2164.79,1145.39,33.804,12.00,10.00,TRUE,2023-10-18 04:32:51,2026-03-02 13:49:33
414,204,LHN-581875,2071534200134,387.96,296.15,42.21,12.00,10.00,FALSE,2020-09-17 11:53:34,2026-03-28 00:59:13
415,205,LHN-510103,,2846.54,1375.14,40.421,17.00,10.00,TRUE,2023-06-11 20:45:21,2025-03-07 19:19:25
416,205,LHN-129604,0006448654126,1368.78,627.88,7.902,18.00,10.00,TRUE,2021-06-28 11:16:06,2022-01-20 21:07:30
417,206,LHN-560136,1508409870112,2063.82,1366.77,41.662,17.00,10.00,TRUE,2026-04-13 10:22:44,2026-07-04 07:14:02
418,206,LHN-604553,9246691066005,1487.89,817.52,42.903,12.00,5.00,TRUE,2023-06-03 04:41:11,2026-11-20 11:39:21
419,207,LHN-222588,1267142241305,1191.17,581.06,35.752,17.00,5.00,TRUE,2021-07-15 07:01:54,2024-01-21 19:43:48
420,208,LHN-975882,1369399508252,1752.23,1137.81,46.339,18.00,5.00,TRUE,2024-07-26 08:04:39,2025-09-13 22:42:10
421,208,LHN-837701,1427867618503,2199.80,1189.08,12.039,18.00,5.00,TRUE,2025-10-13 14:29:51,2026-08-25 23:32:20
422,209,LHN-321929,8946626963478,806.12,368.09,16.814,12.00,10.00,TRUE,2022-03-15 22:44:34,2026-11-08 05:24:37
423,210,LHN-661051,0191009117612,259.10,161.94,5.975,18.00,10.00,TRUE,2025-07-08 17:03:48,2026-10-26 11:14:17
424,210,LHN-144525,2769013132532,45.75,34.66,6.457,17.00,10.00,TRUE,2022-12-14 07:27:43,2025-09-04 19:59:05
425,211,LHN-419128,,2038.04,1367.81,48.59,12.00,10.00,TRUE,2021-03-10 14:35:15,2021-07-11 20:00:59
426,212,LHN-306120,2766615935196,1094.61,679.88,21.886,18.00,5.00,TRUE,2026-12-10 21:20:23,2026-12-17 01:21:19
427,212,LHN-884225,9068909303807,3734.46,1924.98,21.258,12.00,10.00,TRUE,2020-09-18 07:58:48,2026-07-24 01:08:39
428,213,LHN-900424,2894578207934,4017.39,1940.77,49.438,17.00,5.00,TRUE,2023-07-31 20:47:10,2026-08-24 16:28:33
429,213,LHN-732771,0884246642824,90.45,50.53,18.501,12.00,0.00,TRUE,2021-04-05 15:13:04,2024-01-03 15:08:19
430,214,LHN-601702,6330959434156,376.66,252.79,26.246,17.00,5.00,TRUE,2023-11-25 11:54:10,2024-01-30 03:31:58
431,214,LHN-861962,9207432240153,2554.55,1965.04,17.895,17.00,5.00,TRUE,2023-02-11 09:14:01,2023-07-29 17:14:50
432,215,LHN-642548,6994504263464,884.04,636.00,40.351,12.00,0.00,TRUE,2026-10-30 12:01:55,2026-12-22 13:14:36
433,216,LHN-909874,3381573933351,1860.26,1300.88,29.034,18.00,0.00,TRUE,2020-01-15 07:44:11,2021-02-08 12:51:01
434,216,LHN-560570,5079310669516,103.95,58.40,27.975,17.00,0.00,TRUE,2020-12-16 06:40:54,2025-06-06 15:45:12
435,216,LHN-581142,2955839677511,3107.16,1954.19,19.536,17.00,5.00,TRUE,2026-12-23 00:13:05,2026-12-31 19:32:27
436,217,LHN-567780,,2668.95,1253.03,33.505,18.00,10.00,TRUE,2026-07-24 13:20:58,2026-08-14 17:06:31
437,217,LHN-682884,2534406555980,860.44,415.67,10.126,12.00,10.00,TRUE,2024-10-10 01:11:31,2025-10-06 04:23:11
438,218,LHN-844633,6953424241563,1004.76,766.99,30.966,12.00,5.00,TRUE,2021-02-12 02:59:35,2021-09-23 15:49:16
439,219,LHN-368776,2484247331727,178.58,102.63,43.055,17.00,10.00,TRUE,2024-07-20 23:22:50,2026-11-07 09:49:30
440,219,LHN-417363,4125550853565,2540.37,1814.55,33.875,17.00,10.00,TRUE,2021-04-03 01:53:43,2021-08-14 16:44:19
441,219,LHN-971490,7396413212295,538.84,309.68,23.981,18.00,0.00,TRUE,2021-05-08 11:35:31,2023-08-15 15:23:44
442,220,LHN-715137,5849839769673,107.74,52.30,32.669,17.00,0.00,TRUE,2020-08-26 23:42:51,2023-04-28 18:19:12
443,220,LHN-983578,8823448472152,2293.63,1076.82,35.896,17.00,5.00,TRUE,2022-05-23 20:07:24,2025-04-04 03:53:24
444,221,LHN-113846,2499091699701,544.34,412.38,11.436,12.00,5.00,TRUE,2020-03-17 01:20:13,2026-03-16 08:28:46
445,222,LHN-655066,5430235896416,4125.08,1900.96,15.688,12.00,5.00,TRUE,2026-12-10 09:35:03,2026-12-11 14:23:30
446,222,LHN-058092,6745817515500,351.00,195.00,28.64,12.00,0.00,TRUE,2020-01-21 00:41:35,2026-03-25 15:23:35
447,222,LHN-028747,1349358524400,2117.41,1182.91,0.165,18.00,10.00,TRUE,2022-12-24 11:58:45,2025-03-13 17:22:43
448,223,LHN-618327,6748227191401,2792.57,1362.23,31.172,18.00,10.00,TRUE,2026-05-10 13:33:12,2026-09-14 13:09:58
449,223,LHN-721593,8677264202994,3486.24,1926.10,9.297,18.00,5.00,TRUE,2023-04-07 05:28:08,2026-09-02 21:19:45
450,223,LHN-014938,6369258005873,1585.13,1042.85,49.03,17.00,5.00,TRUE,2025-01-10 14:21:55,2025-01-15 03:05:40
451,224,LHN-199057,0305214844410,162.93,101.83,14.531,18.00,10.00,TRUE,2020-10-21 18:03:11,2022-04-15 22:36:34
452,224,LHN-019271,7938709781841,1251.11,679.95,16.023,17.00,5.00,TRUE,2021-09-04 16:25:02,2022-10-23 11:55:27
453,225,LHN-047567,6239328710238,1408.39,998.86,20.177,17.00,10.00,TRUE,2025-10-31 07:59:49,2026-02-13 21:27:57
454,226,LHN-746991,5992158018998,2770.40,1288.56,6.389,12.00,5.00,TRUE,2024-02-18 07:53:09,2025-04-03 14:45:48
455,227,LHN-165898,,1834.83,1231.43,30.607,17.00,0.00,TRUE,2023-01-23 13:26:01,2024-06-10 10:57:17
456,227,LHN-656937,7806528268495,1303.68,635.94,3.158,18.00,0.00,TRUE,2020-11-09 12:18:20,2024-03-08 01:03:29
457,227,LHN-169951,3904169905121,1414.55,680.07,12.703,12.00,0.00,TRUE,2020-10-29 19:02:51,2023-06-22 19:02:31
458,228,LHN-747816,6922657592063,495.33,309.58,1.815,12.00,10.00,TRUE,2023-12-11 15:44:15,2024-12-31 16:11:54
459,229,LHN-824824,6001692026099,381.17,173.26,10.692,18.00,5.00,TRUE,2025-06-19 18:43:44,2026-03-28 15:19:41
460,229,LHN-669414,3742636664160,2023.30,1280.57,32.311,17.00,5.00,TRUE,2025-11-21 15:26:54,2026-09-15 04:06:30
461,229,LHN-861725,5843503229944,1315.58,681.65,9.496,12.00,5.00,TRUE,2020-01-25 07:23:45,2022-03-10 05:12:55
462,230,LHN-466784,0138807440160,1700.56,1083.16,46.378,18.00,10.00,TRUE,2021-01-09 01:35:25,2021-06-03 16:21:29
463,231,LHN-058674,4220404957205,2512.58,1243.85,14.939,12.00,10.00,TRUE,2026-06-24 17:09:43,2026-12-01 23:34:31
464,231,LHN-413518,0544094738482,167.80,112.62,25.956,18.00,0.00,TRUE,2023-09-01 09:53:24,2025-04-15 10:35:19
465,231,LHN-920389,2896715839909,1776.02,1050.90,37.486,17.00,0.00,TRUE,2024-11-17 06:31:10,2026-03-05 09:44:53
466,232,LHN-982413,,1469.11,677.01,20.611,12.00,10.00,TRUE,2022-09-20 18:07:09,2023-02-22 19:15:04
467,232,LHN-915171,,718.42,415.27,30.837,12.00,5.00,TRUE,2021-05-29 05:27:55,2023-02-20 22:38:10
468,232,LHN-860026,,593.69,322.66,2.352,17.00,10.00,TRUE,2024-08-31 06:00:10,2024-12-22 05:27:41
469,233,LHN-437165,6126812297538,2123.83,1135.74,17.328,18.00,0.00,TRUE,2024-10-01 11:03:53,2026-04-26 10:52:36
470,233,LHN-492462,6820462047399,183.54,89.53,17.774,18.00,10.00,TRUE,2024-04-19 22:22:57,2025-10-08 19:20:57
471,233,LHN-564628,7120878530287,2897.06,1704.15,19.572,17.00,10.00,TRUE,2022-05-07 03:26:17,2025-08-22 23:24:38
472,234,LHN-967867,2016149792094,2364.36,1244.40,28.655,17.00,10.00,TRUE,2021-09-03 22:37:20,2026-08-04 19:42:22
473,234,LHN-395551,2068563371713,1364.36,745.55,37.038,17.00,10.00,TRUE,2025-11-23 09:46:41,2026-04-10 20:29:40
474,234,LHN-025411,3571738337333,2758.20,1523.87,2.96,17.00,5.00,TRUE,2023-12-25 02:07:29,2024-07-30 10:58:20
475,235,LHN-371965,1018039224181,2250.91,1643.00,1.125,17.00,0.00,TRUE,2026-08-18 04:35:24,2026-12-12 00:43:01
476,235,LHN-351398,,2951.54,1586.85,49.649,12.00,5.00,TRUE,2021-11-01 00:31:31,2022-10-05 07:44:59
477,236,LHN-340446,1928523762023,3785.94,1931.60,20.088,12.00,0.00,TRUE,2026-04-26 00:16:20,2026-08-05 18:17:34
478,237,LHN-392733,4873295269454,2565.48,1733.43,45.324,17.00,0.00,TRUE,2021-04-08 05:20:09,2025-02-24 16:17:02
479,237,LHN-684552,8284624186346,691.74,508.63,49.641,17.00,10.00,TRUE,2020-04-20 18:47:25,2022-11-30 15:26:16
480,237,LHN-454719,,850.69,574.79,34.176,12.00,10.00,TRUE,2021-01-19 05:03:14,2021-02-18 10:53:45
481,238,LHN-430132,5049411037644,3425.33,1695.71,28.626,12.00,0.00,TRUE,2022-01-24 17:51:13,2026-10-10 04:45:48
482,238,LHN-663270,6123570514389,1228.85,623.78,16.503,18.00,5.00,TRUE,2025-08-29 03:47:04,2025-11-14 23:57:30
483,238,LHN-019188,8573641757760,2044.03,1460.02,15.902,17.00,5.00,TRUE,2023-02-19 19:25:33,2023-03-24 17:51:40
484,239,LHN-499873,0093461248326,444.48,283.11,36.391,18.00,10.00,TRUE,2025-07-15 07:46:34,2025-07-18 11:28:29
485,239,LHN-093157,6522355016153,1610.84,915.25,25.812,17.00,0.00,TRUE,2021-02-20 15:00:59,2024-11-30 04:13:19
486,240,LHN-304058,0196974599302,1758.87,950.74,7.955,18.00,0.00,TRUE,2022-11-18 17:33:32,2024-03-04 10:27:47
487,241,LHN-483461,,2877.89,1417.68,4.374,18.00,10.00,TRUE,2023-06-16 21:07:19,2025-11-15 11:42:18
488,242,LHN-952998,0155878339797,3166.59,1445.93,44.706,18.00,5.00,TRUE,2021-07-07 12:57:26,2025-05-28 13:49:27
489,242,LHN-812881,4962158896545,1239.53,854.85,3.487,17.00,0.00,TRUE,2022-12-22 18:17:09,2025-10-01 07:28:24
490,242,LHN-507774,0329347868938,2428.81,1364.50,13.151,12.00,0.00,TRUE,2026-10-30 23:37:06,2026-12-07 09:07:49
491,243,LHN-233987,9121255603516,1655.69,991.43,5.29,18.00,10.00,TRUE,2022-04-27 12:05:52,2025-09-13 17:06:34
492,243,LHN-953756,6954272579181,2694.24,1952.35,25.707,17.00,0.00,FALSE,2021-12-26 10:15:58,2022-01-13 07:26:09
493,243,LHN-107544,9900130680275,1136.58,817.68,19.229,18.00,5.00,TRUE,2026-05-09 18:25:00,2026-06-10 07:28:46
494,244,LHN-961992,7780355027930,1707.10,879.95,37.91,12.00,10.00,TRUE,2023-01-07 12:31:22,2023-04-02 06:55:44
495,244,LHN-556782,8744247776398,2993.52,1379.50,11.599,17.00,10.00,TRUE,2022-12-20 13:08:53,2023-10-02 16:48:24
496,245,LHN-951102,4538912935852,1380.39,841.70,18.281,12.00,10.00,TRUE,2022-12-01 23:42:03,2026-05-11 19:29:25
497,245,LHN-644232,6980134462254,420.07,223.44,20.643,18.00,10.00,TRUE,2022-01-01 05:05:47,2023-07-03 05:04:02
498,246,LHN-033536,7266638941181,100.17,63.00,44.281,18.00,10.00,TRUE,2020-01-19 02:22:22,2023-07-04 19:00:43
499,247,LHN-125895,8973089635369,1958.94,1305.96,11.395,17.00,10.00,TRUE,2021-07-27 16:10:21,2023-06-10 01:05:42
500,247,LHN-743980,4190592623469,1654.94,924.55,26.595,18.00,5.00,TRUE,2026-12-03 08:05:36,2026-12-26 06:53:44
501,248,LHN-094597,,3045.41,1915.35,7.11,17.00,0.00,TRUE,2024-10-19 14:11:25,2026-02-17 19:12:12
502,249,LHN-840831,5359276384020,1653.20,768.93,25.397,17.00,0.00,TRUE,2026-04-23 00:09:59,2026-07-12 05:01:18
503,249,LHN-788708,8929470333628,2245.27,1328.56,37.825,17.00,5.00,TRUE,2023-11-09 23:45:54,2025-10-04 16:39:53
504,249,LHN-019871,4991092732497,509.32,252.14,13.412,17.00,0.00,TRUE,2020-04-27 01:12:46,2025-01-25 08:29:33
505,250,LHN-894118,8158468728065,3796.83,1749.69,20.177,18.00,10.00,TRUE,2020-10-21 16:20:21,2026-10-16 21:31:56
506,251,LHN-628818,8966654609025,1307.41,1005.70,46.575,17.00,5.00,TRUE,2025-02-20 20:45:45,2026-01-05 06:22:24
507,251,LHN-721639,,191.55,101.89,13.775,18.00,5.00,TRUE,2024-09-03 00:41:33,2026-02-10 17:58:11
508,251,LHN-659284,7891513236986,2240.19,1426.87,4.667,17.00,10.00,TRUE,2021-07-11 15:26:41,2021-10-11 02:04:08
509,252,LHN-545732,7491905950096,2858.04,1957.56,2.605,18.00,10.00,TRUE,2022-03-02 18:49:21,2022-06-04 02:15:20
510,253,LHN-381331,9247306982611,319.25,202.06,12.867,17.00,10.00,TRUE,2020-06-14 00:55:56,2023-04-19 11:52:54
511,253,LHN-811838,9793333775028,1729.09,1145.09,17.947,17.00,5.00,TRUE,2022-11-20 00:58:44,2023-10-02 15:03:01
512,254,LHN-612730,5171855033132,242.94,161.96,9.372,18.00,0.00,TRUE,2020-01-14 01:31:32,2026-09-26 22:19:51
513,254,LHN-924564,4178554283142,2632.87,1303.40,31.666,12.00,0.00,TRUE,2025-04-30 14:51:36,2025-06-08 04:56:03
514,254,LHN-692923,8047131300960,2369.19,1427.22,14.739,18.00,10.00,TRUE,2023-10-28 18:21:54,2026-04-09 13:31:03
515,255,LHN-719047,7879193677817,1166.89,627.36,36.127,17.00,5.00,TRUE,2024-06-12 15:37:09,2024-07-24 07:09:56
516,255,LHN-325710,0634212534994,410.74,225.68,22.24,17.00,10.00,TRUE,2023-11-26 18:58:34,2024-02-12 01:37:38
517,255,LHN-339593,,1000.34,521.01,16.598,12.00,10.00,FALSE,2020-02-22 06:36:29,2023-06-10 23:52:23
518,256,LHN-951480,2158226499684,1469.13,941.75,2.194,12.00,10.00,TRUE,2023-03-04 00:29:37,2025-02-06 20:36:03
519,256,LHN-872048,9135018570540,122.56,77.57,12.257,12.00,10.00,TRUE,2023-02-22 12:51:14,2024-06-30 06:33:51
520,256,LHN-911726,4914608090409,71.33,50.95,27.988,12.00,0.00,TRUE,2023-10-21 20:56:03,2026-05-29 16:25:28
521,257,LHN-105883,6537080962118,1707.44,1108.73,45.865,12.00,0.00,TRUE,2023-10-16 01:34:30,2024-10-01 20:15:01
522,257,LHN-639640,6299612876644,672.80,352.25,26.33,12.00,0.00,FALSE,2024-08-19 07:41:19,2026-01-08 20:32:27
523,258,LHN-730053,0953269994392,2812.60,1887.65,10.503,12.00,0.00,TRUE,2020-09-12 22:48:58,2025-02-01 01:20:53
524,258,LHN-838268,,3058.94,1593.20,22.838,17.00,10.00,TRUE,2025-03-24 23:59:33,2026-09-14 18:11:53
525,258,LHN-067210,4377610446587,4353.53,1997.03,20.608,12.00,5.00,TRUE,2026-04-15 17:19:13,2026-07-28 17:19:45
526,259,LHN-132378,8645342677507,2641.36,1591.18,44.817,17.00,0.00,TRUE,2020-08-05 08:24:09,2022-08-17 04:01:45
527,259,LHN-396779,5939982605499,1140.17,844.57,47.868,12.00,10.00,TRUE,2025-12-05 16:21:38,2026-09-22 20:57:47
528,260,LHN-437436,,2392.30,1485.90,46.841,17.00,5.00,TRUE,2026-09-07 09:24:59,2026-12-18 07:29:05
529,260,LHN-496708,1475510693841,1891.34,1220.22,41.435,12.00,0.00,TRUE,2024-09-26 00:40:48,2025-03-28 15:05:18
530,261,LHN-145691,5788761918493,1359.18,635.13,23.096,18.00,5.00,TRUE,2025-07-01 21:28:01,2026-08-04 12:15:39
531,261,LHN-412681,,1052.78,711.34,35.27,17.00,0.00,TRUE,2022-10-12 12:41:06,2025-08-17 15:06:25
532,262,LHN-611591,2265619574955,232.09,128.94,31.485,12.00,5.00,TRUE,2023-08-05 08:12:01,2025-09-21 11:25:22
533,263,LHN-476482,3736372647839,1796.67,950.62,12.907,18.00,10.00,TRUE,2024-03-29 17:42:32,2025-07-13 09:24:37
534,264,LHN-872306,,552.75,421.95,4.163,12.00,10.00,TRUE,2021-01-25 13:53:03,2021-09-22 23:14:27
535,264,LHN-710774,2433500359312,3650.91,1881.91,31.343,18.00,10.00,FALSE,2021-07-17 09:44:18,2022-12-24 20:25:48
536,264,LHN-866078,,3068.24,1526.49,15.583,12.00,10.00,TRUE,2026-09-20 15:41:52,2026-10-20 01:40:08
537,265,LHN-623775,1749101758067,1824.14,868.64,5.887,18.00,0.00,TRUE,2021-05-14 03:08:44,2022-10-24 22:40:22
538,265,LHN-389293,4856447782575,2358.30,1247.78,32.054,12.00,0.00,FALSE,2025-01-27 08:51:02,2026-09-22 00:19:09
539,266,LHN-934318,,2650.73,1293.04,40.77,18.00,10.00,FALSE,2026-09-08 03:12:41,2026-10-04 18:26:03
540,266,LHN-451355,5322763450065,2436.75,1392.43,17.615,17.00,5.00,TRUE,2023-02-12 05:25:25,2023-07-11 03:27:09
541,267,LHN-199507,1855286332586,335.92,241.67,30.116,18.00,5.00,FALSE,2020-12-18 23:19:05,2021-08-14 17:46:52
542,267,LHN-580775,8706787985012,419.41,199.72,3.575,17.00,5.00,TRUE,2020-02-20 12:10:53,2024-12-12 12:18:23
543,267,LHN-102355,1480431586806,1284.51,764.59,20.116,17.00,5.00,TRUE,2023-05-21 18:18:42,2026-01-08 22:27:32
544,268,LHN-717429,6371635368693,1536.13,991.05,24.508,17.00,10.00,TRUE,2020-12-21 04:52:35,2025-03-05 13:21:20
545,268,LHN-997213,4053180811887,518.00,299.42,13.414,18.00,10.00,TRUE,2022-03-25 02:22:10,2022-12-05 21:49:09
546,268,LHN-135511,9735271197319,2466.25,1347.68,43.392,12.00,5.00,TRUE,2020-04-30 15:29:15,2024-02-11 08:52:04
547,269,LHN-469107,7897700207203,2508.33,1529.47,1.311,17.00,0.00,TRUE,2023-03-24 15:05:03,2025-11-02 22:41:10
548,269,LHN-090721,3436632907610,924.90,553.83,14.259,17.00,0.00,TRUE,2020-01-16 11:37:12,2025-11-21 12:12:25
549,269,LHN-771162,6128141477865,2616.52,1645.61,16.368,18.00,0.00,TRUE,2022-11-12 21:31:01,2026-09-10 12:33:40
550,270,LHN-074098,5111107768818,538.89,318.87,19.605,12.00,0.00,FALSE,2020-08-12 05:58:18,2023-07-07 15:37:16
551,271,LHN-228257,,2758.75,1724.22,36.829,17.00,0.00,TRUE,2023-12-31 01:11:03,2026-10-07 15:07:56
552,272,LHN-750307,7504430334177,2692.10,1922.93,18.049,18.00,5.00,TRUE,2026-04-25 22:33:19,2026-11-29 12:01:27
553,272,LHN-703402,2917877535536,2778.62,1316.88,40.773,12.00,10.00,FALSE,2025-10-11 03:29:04,2026-04-21 23:17:41
554,272,LHN-031502,0754531119969,1121.67,606.31,15.855,12.00,0.00,TRUE,2026-01-19 15:28:51,2026-12-11 17:27:15
555,273,LHN-171003,,172.82,90.48,42.686,18.00,0.00,TRUE,2025-03-13 07:46:07,2026-06-21 08:10:00
556,273,LHN-081972,5703372413663,2254.06,1426.62,19.058,12.00,0.00,TRUE,2023-10-24 12:59:31,2024-03-07 17:06:29
557,274,LHN-392486,8973931174329,2378.94,1239.03,28.77,17.00,10.00,TRUE,2025-11-05 04:27:09,2026-04-15 21:08:24
558,274,LHN-427636,2844751637850,1757.24,1246.27,38.443,18.00,10.00,TRUE,2026-07-29 10:16:50,2026-10-03 23:48:03
559,274,LHN-871349,0066543356110,893.57,444.56,36.934,12.00,0.00,TRUE,2026-01-31 22:19:36,2026-02-27 15:44:23
560,275,LHN-075781,1230527385802,2092.58,1597.39,3.424,12.00,5.00,TRUE,2026-01-22 06:31:13,2026-12-29 13:58:50
561,275,LHN-886714,,3757.73,1833.04,28.534,18.00,0.00,TRUE,2025-08-06 01:52:59,2026-08-28 10:32:00
562,275,LHN-041332,,2350.61,1643.78,37.312,18.00,5.00,TRUE,2024-10-06 13:06:28,2025-03-07 10:51:47
563,276,LHN-790801,,726.72,474.98,41.887,17.00,10.00,TRUE,2022-07-02 00:54:05,2023-03-01 23:10:39
564,276,LHN-518587,2683194243170,2570.99,1374.86,14.588,18.00,5.00,TRUE,2021-05-21 22:18:17,2025-06-24 18:50:31
565,277,LHN-435746,,3816.76,1800.36,18.608,12.00,10.00,TRUE,2023-11-10 09:21:50,2024-02-15 11:04:11
566,277,LHN-719568,,283.33,143.82,28.278,17.00,0.00,TRUE,2020-08-29 18:09:31,2025-11-06 01:24:17
567,277,LHN-908775,4004920527155,146.48,108.50,39.629,12.00,5.00,TRUE,2021-03-09 19:50:07,2026-07-24 10:40:38
568,278,LHN-684856,,731.85,348.50,32.932,12.00,5.00,TRUE,2025-10-24 02:48:47,2025-12-19 06:10:13
569,279,LHN-917820,6627036974347,207.99,144.44,18.772,18.00,10.00,TRUE,2025-12-26 12:25:00,2026-12-15 03:04:28
570,279,LHN-491289,1029068821654,2364.78,1188.33,0.538,17.00,5.00,TRUE,2020-05-24 00:18:27,2021-04-22 14:05:58
571,279,LHN-676634,,3536.51,1676.07,10.036,17.00,0.00,TRUE,2024-05-13 21:32:01,2024-06-04 14:14:53
572,280,LHN-873226,,3372.44,1873.58,46.848,12.00,0.00,TRUE,2022-04-03 05:43:42,2026-09-16 05:30:38
573,281,LHN-015632,8069744552772,776.14,384.23,37.006,17.00,10.00,TRUE,2023-07-02 08:38:22,2025-06-29 17:37:21
574,282,LHN-854499,9963561996810,2342.19,1649.43,40.626,17.00,5.00,TRUE,2020-04-14 13:19:40,2022-09-27 12:41:04
575,283,LHN-721865,3997761524654,2522.95,1529.06,28.938,17.00,0.00,TRUE,2021-08-07 20:58:18,2022-02-18 18:27:12
576,283,LHN-292842,5133644435305,2430.46,1787.10,28.137,18.00,10.00,TRUE,2021-04-09 19:36:28,2022-02-24 18:58:02
577,283,LHN-408172,9962149680783,2670.70,1543.76,23.484,12.00,0.00,TRUE,2024-06-04 16:12:26,2024-11-21 00:58:10
578,284,LHN-645763,7264064420195,1420.38,759.56,44.19,12.00,0.00,TRUE,2021-04-27 16:56:40,2024-07-04 07:50:25
579,284,LHN-484545,2192107876607,1495.48,971.09,17.789,17.00,10.00,TRUE,2026-01-24 09:39:22,2026-12-16 15:58:59
580,285,LHN-195055,0860028918790,1589.69,806.95,32.053,18.00,10.00,TRUE,2026-07-24 05:16:30,2026-11-02 07:39:31
581,285,LHN-917244,5705221262873,1781.99,886.56,29.949,17.00,5.00,TRUE,2021-08-12 20:59:11,2023-06-17 12:11:45
582,286,LHN-412185,1644473523759,2156.00,1409.15,31.901,17.00,5.00,TRUE,2025-10-06 22:57:17,2025-12-27 21:01:03
583,286,LHN-359577,2102157186977,1532.52,928.80,3.67,17.00,5.00,TRUE,2025-04-01 02:16:36,2025-12-27 22:50:35
584,286,LHN-654340,3194831782154,1569.81,839.47,32.256,18.00,0.00,TRUE,2020-07-18 15:44:44,2024-01-25 01:25:26
585,287,LHN-583535,3496214158328,2013.71,1324.81,7.537,17.00,5.00,TRUE,2020-06-27 21:22:28,2024-06-27 18:33:03
586,288,LHN-916696,7546746405776,2142.50,1635.50,49.507,18.00,0.00,TRUE,2026-01-28 09:20:56,2026-06-13 17:30:39
587,288,LHN-980298,1828765317107,2399.92,1116.24,38.439,18.00,5.00,TRUE,2021-04-10 11:36:31,2023-03-04 13:40:45
588,289,LHN-913369,4567590592774,3211.23,1473.04,42.076,12.00,0.00,TRUE,2023-12-12 08:15:59,2025-09-15 14:29:23
589,289,LHN-129395,5700912558310,1148.81,883.70,33.136,12.00,10.00,TRUE,2021-06-23 14:35:13,2024-07-14 11:14:42
590,289,LHN-899497,,1446.19,835.95,40.574,12.00,5.00,TRUE,2025-07-06 12:12:15,2026-02-01 03:29:42
591,290,LHN-656185,9657995544180,2199.16,1349.18,34.458,12.00,0.00,TRUE,2020-07-21 21:45:43,2026-08-16 23:34:56
592,290,LHN-788662,7901684462715,589.87,310.46,14.161,18.00,5.00,TRUE,2021-10-24 22:01:28,2025-01-10 01:12:21
593,291,LHN-564110,,2583.58,1304.84,28.335,17.00,0.00,TRUE,2020-12-07 14:01:15,2026-07-04 02:43:57
594,291,LHN-420141,7003134820134,1601.47,964.74,36.002,17.00,0.00,TRUE,2021-01-30 03:27:42,2021-10-18 21:30:18
595,292,LHN-448212,7544395375419,1956.25,1270.29,5.698,12.00,10.00,TRUE,2022-11-09 02:00:27,2022-12-21 20:51:22
596,293,LHN-037674,0573591677734,2495.20,1450.70,33.587,18.00,10.00,TRUE,2022-04-26 16:28:25,2022-05-15 07:34:31
597,293,LHN-861308,7848779110857,1508.23,1160.18,36.737,17.00,10.00,TRUE,2025-06-19 16:55:41,2026-09-20 03:59:36
598,293,LHN-468573,6221415518872,1907.91,1247.00,34.252,17.00,0.00,TRUE,2025-05-29 01:24:06,2025-11-29 11:13:00
599,294,LHN-702214,3885683802366,1785.47,959.93,9.842,17.00,10.00,TRUE,2022-08-17 01:12:57,2022-11-11 06:27:51
600,294,LHN-618715,5148291819514,1056.69,590.33,34.859,12.00,10.00,TRUE,2021-07-01 20:16:01,2022-09-08 02:18:25
601,294,LHN-692364,9457990604366,2631.86,1196.30,38.866,12.00,5.00,TRUE,2023-08-11 07:18:44,2025-03-05 20:26:19
602,295,LHN-542912,6353107521850,2133.34,1557.18,19.463,18.00,5.00,TRUE,2021-02-07 18:17:23,2021-02-19 01:48:58
603,295,LHN-924386,,2282.68,1201.41,33.338,17.00,5.00,TRUE,2021-02-20 11:35:25,2021-03-04 18:58:19
604,295,LHN-131725,0042256326275,621.48,310.74,17.881,17.00,5.00,TRUE,2020-12-24 15:04:57,2024-06-05 01:30:02
605,296,LHN-718906,2335364364757,730.26,549.07,7.183,12.00,5.00,TRUE,2023-08-16 11:32:18,2024-01-03 04:39:29
606,297,LHN-408806,1058911840153,2160.03,1661.56,15.085,18.00,0.00,FALSE,2025-04-15 21:34:39,2026-06-26 14:31:17
607,297,LHN-347725,,2276.42,1115.89,4.476,12.00,10.00,TRUE,2021-09-15 10:55:53,2022-04-02 20:48:04
608,298,LHN-462189,1000850119326,1612.21,953.97,13.037,17.00,5.00,TRUE,2026-08-05 06:47:17,2026-12-28 09:51:29
609,298,LHN-899760,0693558343530,1498.60,948.48,17.585,17.00,5.00,TRUE,2022-07-17 03:01:34,2026-05-30 23:01:08
