id,return_number,order_id,customer_id,received_at_location_id,status,reason,total_refund_amount,created_at,updated_at
470,RT-000470,12346,1002,1,completed,Produto com defeito de fábrica,0.00,2024-12-27 11:50:43,2024-12-27 11:50:43
471,RT-000471,8969,884,2,completed,Compra duplicada,305.25,2026-02-11 02:48:54,2026-02-11 02:48:54
472,RT-000472,6429,1773,6,completed,Compra duplicada,8440.74,2025-03-01 18:16:43,2025-03-01 18:16:43
473,RT-000473,41837,775,5,completed,Item não corresponde à descrição,0.00,2021-01-13 02:38:09,2021-01-13 02:38:09
474,RT-000474,5313,740,6,completed,Produto com defeito de fábrica,3206.80,2021-03-28 22:25:15,2021-03-28 22:25:15
475,RT-000475,15661,1411,5,cancelled,Item não corresponde à descrição,2306.10,2025-03-04 16:03:41,2025-03-04 16:03:41
476,RT-000476,38317,874,3,completed,Cliente desistiu da compra,6990.86,2026-10-20 14:59:25,2026-10-20 14:59:25
477,RT-000477,11542,807,5,completed,Produto avariado no transporte,0.00,2023-03-08 06:08:03,2023-03-08 06:08:03
478,RT-000478,20181,1333,6,completed,Item não corresponde à descrição,6109.44,2021-08-31 19:16:25,2021-08-31 19:16:25
479,RT-000479,18581,116,5,completed,Produto avariado no transporte,8064.28,2022-02-02 13:57:52,2022-02-02 13:57:52
480,RT-000480,7359,1326,5,completed,Item não corresponde à descrição,760.92,2024-11-12 13:00:18,2024-11-12 13:00:18
481,RT-000481,26496,1109,2,completed,Cliente desistiu da compra,20875.88,2024-04-30 17:04:36,2024-04-30 17:04:36
482,RT-000482,8510,1156,6,cancelled,Produto com defeito de fábrica,0.00,2024-01-21 02:53:17,2024-01-21 02:53:17
483,RT-000483,4411,473,4,completed,Produto com defeito de fábrica,2152.22,2025-03-17 17:21:33,2025-03-17 17:21:33
484,RT-000484,24502,605,6,completed,Cliente desistiu da compra,16143.36,2026-09-09 23:23:44,2026-09-09 23:23:44
485,RT-000485,29786,948,4,completed,Tamanho/cor incorretos,2912.59,2021-03-11 08:25:03,2021-03-11 08:25:03
486,RT-000486,7146,1260,4,completed,Tamanho/cor incorretos,274.50,2026-02-18 00:43:27,2026-02-18 00:43:27
487,RT-000487,16991,1105,2,completed,Produto com defeito de fábrica,3272.16,2023-06-11 14:54:16,2023-06-11 14:54:16
488,RT-000488,31936,1473,4,completed,Compra duplicada,0.00,2020-12-26 22:08:40,2020-12-26 22:08:40
489,RT-000489,20358,1943,4,open,Cliente desistiu da compra,0.00,2025-10-19 08:14:23,2025-10-19 08:14:23
490,RT-000490,29294,1640,5,completed,Cliente desistiu da compra,1045.74,2026-12-21 09:48:14,2026-12-21 09:48:14
491,RT-000491,16629,1304,6,completed,Produto avariado no transporte,7367.48,2026-03-16 13:32:15,2026-03-16 13:32:15
492,RT-000492,33212,728,6,completed,Produto avariado no transporte,4456.38,2026-06-04 15:48:41,2026-06-04 15:48:41
493,RT-000493,42363,1053,1,completed,Compra duplicada,6720.57,2024-01-17 18:05:24,2024-01-17 18:05:24
494,RT-000494,39250,1726,5,completed,Produto avariado no transporte,2614.35,2026-03-06 22:00:10,2026-03-06 22:00:10
495,RT-000495,3227,1753,2,completed,Cliente desistiu da compra,13123.95,2020-11-15 18:48:33,2020-11-15 18:48:33
496,RT-000496,26456,909,3,completed,Cliente desistiu da compra,17925.48,2022-11-28 10:28:36,2022-11-28 10:28:36
497,RT-000497,31897,1636,5,completed,Produto com defeito de fábrica,22290.84,2024-03-19 20:59:26,2024-03-19 20:59:26
498,RT-000498,23403,1652,3,completed,Item não corresponde à descrição,7549.23,2021-02-15 03:27:33,2021-02-15 03:27:33
499,RT-000499,28426,1952,6,completed,Compra duplicada,1472.59,2025-12-22 10:35:08,2025-12-22 10:35:08
500,RT-000500,37051,1573,3,cancelled,Produto avariado no transporte,1827.76,2021-08-04 01:31:08,2021-08-04 01:31:08
501,RT-000501,45612,1843,1,completed,Produto com defeito de fábrica,4924.66,2026-02-25 16:34:54,2026-02-25 16:34:54
502,RT-000502,41187,468,3,cancelled,Produto avariado no transporte,0.00,2025-12-30 14:19:42,2025-12-30 14:19:42
503,RT-000503,24708,1066,3,completed,Item não corresponde à descrição,7518.57,2026-07-19 21:40:46,2026-07-19 21:40:46
504,RT-000504,33899,1755,2,completed,Tamanho/cor incorretos,0.00,2023-03-26 19:42:50,2023-03-26 19:42:50
506,RT-000506,12130,1988,5,completed,Produto avariado no transporte,2655.96,2024-07-21 01:35:54,2024-07-21 01:35:54
507,RT-000507,39244,1338,3,cancelled,Item não corresponde à descrição,8814.78,2021-07-09 08:01:19,2021-07-09 08:01:19
508,RT-000508,35972,1647,2,cancelled,Produto com defeito de fábrica,8599.80,2023-12-13 07:06:26,2023-12-13 07:06:26
509,RT-000509,22579,758,2,completed,—,5560.54,2026-04-19 11:31:27,2026-04-19 11:31:27
510,RT-000510,16170,873,6,completed,Compra duplicada,2866.84,2024-11-01 08:12:49,2024-11-01 08:12:49
511,RT-000511,39171,1948,4,completed,Cliente desistiu da compra,2946.48,2026-03-20 07:32:13,2026-03-20 07:32:13
512,RT-000512,31120,910,5,cancelled,Cliente desistiu da compra,8530.38,2025-03-25 19:13:43,2025-03-25 19:13:43
513,RT-000513,15200,309,3,completed,Tamanho/cor incorretos,4093.75,2020-02-16 07:28:20,2020-02-16 07:28:20
514,RT-000514,3806,1521,6,completed,Cliente desistiu da compra,12591.45,2025-02-16 13:44:47,2025-02-16 13:44:47
515,RT-000515,38560,299,3,open,Produto avariado no transporte,7973.42,2026-11-30 15:40:57,2026-11-30 15:40:57
516,RT-000516,49988,1947,5,completed,Cliente desistiu da compra,0.00,2020-12-22 20:28:57,2020-12-22 20:28:57
517,RT-000517,23889,607,3,completed,Cliente desistiu da compra,13221.99,2021-05-03 15:16:56,2021-05-03 15:16:56
518,RT-000518,45664,435,5,open,Produto avariado no transporte,0.00,2025-12-03 03:48:27,2025-12-03 03:48:27
519,RT-000519,37682,1295,5,completed,Item não corresponde à descrição,0.00,2020-03-12 11:16:33,2020-03-12 11:16:33
520,RT-000520,25574,1170,3,completed,Compra duplicada,3212.60,2026-11-10 14:35:18,2026-11-10 14:35:18
521,RT-000521,6842,369,1,cancelled,Cliente desistiu da compra,27314.10,2024-03-15 04:26:30,2024-03-15 04:26:30
522,RT-000522,13181,581,5,completed,Compra duplicada,6848.04,2024-07-14 05:45:21,2024-07-14 05:45:21
523,RT-000523,49709,1653,2,completed,Produto com defeito de fábrica,9382.02,2025-09-27 08:33:39,2025-09-27 08:33:39
524,RT-000524,23561,488,2,completed,Produto com defeito de fábrica,11765.30,2023-04-15 04:49:32,2023-04-15 04:49:32
525,RT-000525,18907,1087,1,completed,Produto avariado no transporte,4048.18,2024-04-27 00:05:13,2024-04-27 00:05:13
526,RT-000526,20800,1446,1,completed,Produto avariado no transporte,1920.15,2026-01-02 03:51:49,2026-01-02 03:51:49
527,RT-000527,34807,1822,2,completed,Compra duplicada,983.07,2022-04-11 14:32:55,2022-04-11 14:32:55
528,RT-000528,10294,1568,1,completed,Tamanho/cor incorretos,6287.60,2021-05-08 04:32:58,2021-05-08 04:32:58
529,RT-000529,41328,1693,1,completed,Produto com defeito de fábrica,415.98,2023-02-11 13:06:49,2023-02-11 13:06:49
530,RT-000530,18788,1082,4,cancelled,Cliente desistiu da compra,6966.36,2024-09-11 16:00:22,2024-09-11 16:00:22
531,RT-000531,45911,871,4,open,Produto com defeito de fábrica,6056.80,2023-10-19 18:03:06,2023-10-19 18:03:06
532,RT-000532,3939,657,1,cancelled,Compra duplicada,2471.60,2024-06-19 01:20:26,2024-06-19 01:20:26
533,RT-000533,2457,1040,1,completed,Item não corresponde à descrição,0.00,2021-12-31 15:09:12,2021-12-31 15:09:12
534,RT-000534,19306,1452,5,cancelled,Cliente desistiu da compra,1432.75,2022-11-25 22:36:45,2022-11-25 22:36:45
535,RT-000535,3046,1889,5,completed,Cliente desistiu da compra,349.98,2026-02-23 17:51:45,2026-02-23 17:51:45
536,RT-000536,24868,510,4,completed,Produto avariado no transporte,1252.68,2026-06-13 06:09:21,2026-06-13 06:09:21
537,RT-000537,1267,1042,1,completed,Produto avariado no transporte,20669.36,2023-03-16 13:15:58,2023-03-16 13:15:58
538,RT-000538,38630,854,5,cancelled,Compra duplicada,13287.24,2023-02-27 01:30:21,2023-02-27 01:30:21
539,RT-000539,28782,665,5,cancelled,Tamanho/cor incorretos,24919.76,2024-09-05 11:52:35,2024-09-05 11:52:35
540,RT-000540,2369,1378,3,completed,Cliente desistiu da compra,15884.43,2021-02-19 11:23:05,2021-02-19 11:23:05
541,RT-000541,35417,196,6,completed,Produto avariado no transporte,11813.76,2025-01-18 12:07:32,2025-01-18 12:07:32
542,RT-000542,49374,921,5,completed,Cliente desistiu da compra,8997.80,2025-05-18 08:54:56,2025-05-18 08:54:56
543,RT-000543,8339,598,2,completed,Compra duplicada,182.24,2024-11-21 00:08:39,2024-11-21 00:08:39
544,RT-000544,5483,98,4,completed,Tamanho/cor incorretos,3244.64,2026-04-17 02:36:57,2026-04-17 02:36:57
546,RT-000546,2265,267,2,open,Tamanho/cor incorretos,0.00,2021-12-12 00:22:17,2021-12-12 00:22:17
547,RT-000547,33209,289,1,open,Compra duplicada,2619.07,2025-02-23 16:11:58,2025-02-23 16:11:58
548,RT-000548,9897,1387,2,open,Compra duplicada,2928.56,2025-01-09 12:01:26,2025-01-09 12:01:26
549,RT-000549,15469,101,5,cancelled,Compra duplicada,345.64,2026-01-29 17:08:52,2026-01-29 17:08:52
550,RT-000550,44358,1078,2,completed,Compra duplicada,6916.36,2021-02-18 12:10:09,2021-02-18 12:10:09
551,RT-000551,17837,1588,1,completed,Compra duplicada,8157.69,2023-06-12 11:46:47,2023-06-12 11:46:47
552,RT-000552,29749,1787,1,completed,Produto avariado no transporte,12839.72,2023-03-25 10:51:41,2023-03-25 10:51:41
553,RT-000553,47340,1230,6,completed,Compra duplicada,5530.08,2025-12-01 00:46:14,2025-12-01 00:46:14
554,RT-000554,14358,87,6,completed,Cliente desistiu da compra,2284.70,2025-10-01 05:47:10,2025-10-01 05:47:10
555,RT-000555,24762,333,1,completed,Item não corresponde à descrição,2916.36,2025-06-22 23:09:13,2025-06-22 23:09:13
556,RT-000556,12888,688,4,completed,Cliente desistiu da compra,2453.61,2022-02-05 12:31:43,2022-02-05 12:31:43
557,RT-000557,46734,1035,6,completed,Produto avariado no transporte,0.00,2022-08-12 00:26:18,2022-08-12 00:26:18
558,RT-000558,30744,1969,4,completed,Produto avariado no transporte,178.58,2024-12-26 06:16:17,2024-12-26 06:16:17
559,RT-000559,45518,1120,6,completed,Item não corresponde à descrição,4093.19,2025-04-25 17:50:37,2025-04-25 17:50:37
560,RT-000560,7442,1599,2,cancelled,Produto avariado no transporte,0.00,2020-06-02 08:19:15,2020-06-02 08:19:15
561,RT-000561,15360,1818,1,completed,Produto com defeito de fábrica,5066.73,2022-03-17 16:49:59,2022-03-17 16:49:59
562,RT-000562,7218,349,5,completed,Compra duplicada,1943.52,2022-11-11 07:36:12,2022-11-11 07:36:12
563,RT-000563,40637,1157,2,completed,Produto avariado no transporte,0.00,2022-01-30 06:40:54,2022-01-30 06:40:54
564,RT-000564,45238,1283,1,cancelled,Produto avariado no transporte,15149.70,2020-02-11 09:39:51,2020-02-11 09:39:51
565,RT-000565,28856,998,1,cancelled,Item não corresponde à descrição,6709.16,2025-12-22 12:24:23,2025-12-22 12:24:23
566,RT-000566,5760,724,4,open,Tamanho/cor incorretos,3483.18,2025-02-08 05:40:33,2025-02-08 05:40:33
567,RT-000567,33385,690,1,completed,Produto avariado no transporte,22079.96,2024-01-13 09:06:43,2024-01-13 09:06:43
568,RT-000568,20248,340,2,completed,Produto avariado no transporte,0.00,2021-09-16 10:48:59,2021-09-16 10:48:59
569,RT-000569,25089,1836,1,completed,Tamanho/cor incorretos,1129.98,2023-04-03 18:09:19,2023-04-03 18:09:19
570,RT-000570,31052,1732,3,completed,Cliente desistiu da compra,21098.10,2024-11-03 19:35:19,2024-11-03 19:35:19
571,RT-000571,49123,1824,4,completed,Compra duplicada,6550.65,2026-04-06 05:03:54,2026-04-06 05:03:54
572,RT-000572,20794,456,6,completed,Cliente desistiu da compra,0.00,2023-04-10 04:34:14,2023-04-10 04:34:14
573,RT-000573,12232,1068,1,completed,Item não corresponde à descrição,0.00,2023-03-12 13:02:08,2023-03-12 13:02:08
574,RT-000574,23016,781,1,completed,Produto avariado no transporte,4252.24,2024-11-19 10:31:26,2024-11-19 10:31:26
575,RT-000575,37484,184,4,completed,Tamanho/cor incorretos,6571.64,2024-12-23 01:42:14,2024-12-23 01:42:14
576,RT-000576,11,869,1,completed,Tamanho/cor incorretos,2243.34,2026-05-22 04:14:24,2026-05-22 04:14:24
577,RT-000577,39137,1661,3,completed,Compra duplicada,9519.00,2024-12-26 16:37:11,2024-12-26 16:37:11
578,RT-000578,21840,473,5,cancelled,Produto com defeito de fábrica,10230.60,2027-01-16 03:07:41,2027-01-16 03:07:41
579,RT-000579,31431,1327,6,completed,Produto avariado no transporte,0.00,2020-06-07 19:34:25,2020-06-07 19:34:25
580,RT-000580,21104,1352,6,open,cliente desistiu,34073.46,2024-07-17 16:46:54,2024-07-17 16:46:54
581,RT-000581,39143,1691,1,open,Produto com defeito de fábrica,1757.40,2025-04-07 15:00:48,2025-04-07 15:00:48
582,RT-000582,8154,590,3,completed,Cliente desistiu da compra,4887.60,2025-09-17 06:28:27,2025-09-17 06:28:27
583,RT-000583,23581,1677,5,completed,Produto com defeito de fábrica,0.00,2026-06-07 09:13:14,2026-06-07 09:13:14
584,RT-000584,4426,30,4,completed,Item não corresponde à descrição,5045.90,2024-11-06 16:27:18,2024-11-06 16:27:18
585,RT-000585,25117,785,4,completed,Cliente desistiu da compra,548.70,2023-11-08 07:30:49,2023-11-08 07:30:49
586,RT-000586,12546,690,6,open,COMPRA DUPLICADA,3360.82,2024-03-03 16:10:41,2024-03-03 16:10:41
587,RT-000587,1453,719,2,completed,Item não corresponde à descrição,10937.44,2021-01-31 10:47:21,2021-01-31 10:47:21
588,RT-000588,20447,1041,6,completed,Produto avariado no transporte,12688.37,2024-03-25 07:14:06,2024-03-25 07:14:06
589,RT-000589,20933,1412,2,completed,—,6942.36,2025-08-12 15:29:38,2025-08-12 15:29:38
590,RT-000590,20266,1611,3,cancelled,Tamanho/cor incorretos,2326.21,2025-12-19 01:38:11,2025-12-19 01:38:11
591,RT-000591,25562,1569,6,cancelled,Tamanho/cor incorretos,10117.32,2022-03-18 15:31:20,2022-03-18 15:31:20
592,RT-000592,358,1926,3,open,Produto com defeito de fábrica,6659.13,2024-06-01 09:24:32,2024-06-01 09:24:32
593,RT-000593,22127,1983,1,completed,Produto com defeito de fábrica,9015.86,2025-03-29 09:54:07,2025-03-29 09:54:07
594,RT-000594,30345,1947,4,completed,Item não corresponde à descrição,10602.92,2024-02-21 20:50:26,2024-02-21 20:50:26
595,RT-000595,34734,1451,2,cancelled,Produto avariado no transporte,14860.64,2023-03-12 23:36:08,2023-03-12 23:36:08
596,RT-000596,18791,29,4,completed,Produto com defeito de fábrica,18113.70,2025-05-14 17:03:21,2025-05-14 17:03:21
597,RT-000597,38226,85,5,completed,Cliente desistiu da compra,5530.08,2021-07-11 11:34:41,2021-07-11 11:34:41
598,RT-000598,5567,1303,5,completed,Cliente desistiu da compra,12183.78,2026-07-05 16:38:51,2026-07-05 16:38:51
599,RT-000599,3788,729,2,completed,Produto com defeito de fábrica,21683.79,2023-11-05 00:20:41,2023-11-05 00:20:41
600,RT-000600,15769,1887,2,completed,Cliente desistiu da compra,0.00,2025-05-10 14:31:07,2025-05-10 14:31:07
601,RT-000601,43828,764,4,completed,Produto com defeito de fábrica,11521.05,2024-02-18 18:59:17,2024-02-18 18:59:17
602,RT-000602,4644,1443,3,completed,Item não corresponde à descrição,9253.12,2022-12-11 00:10:59,2022-12-11 00:10:59
603,RT-000603,47702,1046,6,completed,Produto avariado no transporte,11254.55,2022-05-03 23:59:36,2022-05-03 23:59:36
604,RT-000604,5408,1954,2,completed,Produto avariado no transporte,11562.87,2025-01-14 08:51:23,2025-01-14 08:51:23
605,RT-000605,7713,510,5,completed,Cliente desistiu da compra,0.00,2025-10-27 20:03:13,2025-10-27 20:03:13
606,RT-000606,18328,167,6,completed,Compra duplicada,408.06,2025-12-21 02:11:06,2025-12-21 02:11:06
607,RT-000607,7537,58,6,completed,Produto com defeito de fábrica,5263.90,2026-02-18 23:08:21,2026-02-18 23:08:21
608,RT-000608,23652,1016,5,open,Compra duplicada,3754.05,2025-07-18 05:33:11,2025-07-18 05:33:11
609,RT-000609,43754,986,1,completed,Item não corresponde à descrição,2067.78,2023-04-25 10:46:16,2023-04-25 10:46:16
610,RT-000610,24760,471,3,completed,Tamanho/cor incorretos,7554.87,2026-01-19 01:31:32,2026-01-19 01:31:32
611,RT-000611,9597,404,2,cancelled,Tamanho/cor incorretos,13707.52,2024-01-30 16:05:04,2024-01-30 16:05:04
612,RT-000612,33827,1900,6,completed,Produto avariado no transporte,8865.63,2020-11-01 21:05:44,2020-11-01 21:05:44
613,RT-000613,43146,569,2,completed,Cliente desistiu da compra,360.16,2020-02-10 14:42:17,2020-02-10 14:42:17
614,RT-000614,39298,1419,2,cancelled,Cliente desistiu da compra,11033.00,2024-03-04 13:10:23,2024-03-04 13:10:23
615,RT-000615,9426,482,4,completed,Item não corresponde à descrição,5599.32,2025-04-25 16:51:23,2025-04-25 16:51:23
616,RT-000616,36534,9,4,completed,Tamanho/cor incorretos,1972.36,2025-10-17 19:35:51,2025-10-17 19:35:51
617,RT-000617,20451,429,3,completed,Item não corresponde à descrição,8951.81,2022-01-06 02:05:09,2022-01-06 02:05:09
618,RT-000618,37481,1043,5,completed,Produto avariado no transporte,7766.88,2024-02-03 09:28:33,2024-02-03 09:28:33
619,RT-000619,23531,1331,3,completed,Item não corresponde à descrição,1832.08,2026-12-17 20:56:34,2026-12-17 20:56:34
620,RT-000620,10148,687,5,completed,Item não corresponde à descrição,17535.15,2023-02-02 21:04:42,2023-02-02 21:04:42
621,RT-000621,16660,59,3,completed,Outros,3315.00,2021-02-23 21:51:40,2021-02-23 21:51:40
622,RT-000622,16417,1148,5,completed,item não corresponde à descrição,1502.37,2025-11-18 07:36:13,2025-11-18 07:36:13
623,RT-000623,3802,74,1,completed,Compra duplicada,1761.91,2023-10-15 10:07:18,2023-10-15 10:07:18
624,RT-000624,7997,934,2,completed,Tamanho/cor incorretos,7672.98,2026-08-21 06:24:00,2026-08-21 06:24:00
625,RT-000625,1858,1635,6,completed,Compra duplicada,1002.92,2027-01-11 20:26:05,2027-01-11 20:26:05
626,RT-000626,26469,1595,1,completed,Item não corresponde à descrição,725.20,2026-04-19 08:29:41,2026-04-19 08:29:41
627,RT-000627,41845,603,1,cancelled,Produto avariado no transporte,518.20,2026-04-09 16:03:23,2026-04-09 16:03:23
628,RT-000628,42162,1427,4,completed,Item não corresponde à descrição,10846.36,2020-03-01 21:53:45,2020-03-01 21:53:45
629,RT-000629,23166,1993,3,completed,Compra duplicada,7898.61,2023-03-25 14:04:57,2023-03-25 14:04:57
630,RT-000630,5114,825,2,completed,Compra duplicada,16832.45,2020-03-01 13:11:13,2020-03-01 13:11:13
631,RT-000631,31452,325,3,open,Item não corresponde à descrição,13671.80,2021-11-13 19:11:09,2021-11-13 19:11:09
632,RT-000632,42287,1594,5,completed,Cliente desistiu da compra,14821.87,2024-03-02 00:06:49,2024-03-02 00:06:49
633,RT-000633,11310,229,4,completed,Item não corresponde à descrição,11763.17,2021-03-09 00:10:19,2021-03-09 00:10:19
634,RT-000634,31720,1951,5,completed,Cliente desistiu da compra,21329.51,2020-03-03 19:09:43,2020-03-03 19:09:43
635,RT-000635,7859,147,4,cancelled,Compra duplicada,1339.20,2024-04-12 08:20:08,2024-04-12 08:20:08
636,RT-000636,45783,405,1,completed,,4587.26,2024-11-05 20:03:57,2024-11-05 20:03:57
637,RT-000637,31131,657,6,completed,Produto com defeito de fábrica,21410.46,2020-02-09 17:28:41,2020-02-09 17:28:41
638,RT-000638,4962,890,3,completed,Item não corresponde à descrição,3257.01,2025-01-06 17:02:43,2025-01-06 17:02:43
639,RT-000639,34127,916,5,completed,Cliente desistiu da compra,3696.60,2020-04-09 17:16:45,2020-04-09 17:16:45
640,RT-000640,37994,98,2,open,Cliente desistiu da compra,0.00,2027-01-05 05:45:21,2027-01-05 05:45:21
641,RT-000641,7252,1445,3,completed,Produto com defeito de fábrica,0.00,2026-01-16 17:25:58,2026-01-16 17:25:58
642,RT-000642,10742,1086,5,completed,Tamanho/cor incorretos,7966.80,2025-11-22 22:01:46,2025-11-22 22:01:46
643,RT-000643,19251,89,2,cancelled, Item não corresponde à descrição,0.00,2023-02-13 13:10:11,2023-02-13 13:10:11
644,RT-000644,17561,1559,3,completed,Produto ccom defeito de fábrica,12941.17,2026-03-13 00:06:17,2026-03-13 00:06:17
645,RT-000645,45925,184,6,completed,Cliente desistiu da compra,3519.64,2024-12-13 23:37:16,2024-12-13 23:37:16
646,RT-000646,14570,828,3,completed,Compra duplicada,20903.01,2024-02-04 20:17:55,2024-02-04 20:17:55
647,RT-000647,5731,476,6,completed,Compra duplicada,0.00,2026-10-19 19:40:28,2026-10-19 19:40:28
648,RT-000648,27682,1547,2,completed,Cliente desistiu da compra,1349.10,2021-01-09 06:03:06,2021-01-09 06:03:06
649,RT-000649,24194,285,5,completed,Produto avariado no transporte,0.00,2026-03-20 01:08:27,2026-03-20 01:08:27
650,RT-000650,24909,1276,1,open,Item não corresponde à descrição,2260.13,2021-12-02 14:39:36,2021-12-02 14:39:36
651,RT-000651,32914,281,5,cancelled,Item não corresponde à descrição,0.00,2024-12-28 14:44:34,2024-12-28 14:44:34
652,RT-000652,10686,750,5,completed,?,5092.36,2023-10-01 20:26:28,2023-10-01 20:26:28
653,RT-000653,40567,1683,6,completed,Cliente desistiu da compra,0.00,2023-03-08 19:41:19,2023-03-08 19:41:19
654,RT-000654,35317,1449,2,completed,Cliente desistiu da compra,1313.88,2027-01-27 04:02:14,2027-01-27 04:02:14
655,RT-000655,37925,1515,3,completed,Tamanho/cor incorretos,9462.84,2026-04-10 09:51:35,2026-04-10 09:51:35
656,RT-000656,32666,314,4,completed,Produto com defeito de fábrica,1970.92,2025-12-22 15:08:15,2025-12-22 15:08:15
657,RT-000657,44909,857,4,completed,Produto avariado no transporte,20291.18,2022-10-17 04:47:42,2022-10-17 04:47:42
658,RT-000658,9351,871,4,completed,Item não corresponde à descrição,3272.16,2026-10-19 19:11:35,2026-10-19 19:11:35
660,RT-000660,20790,1709,4,completed,Cliente desistiu da compra,1629.17,2025-02-26 14:38:27,2025-02-26 14:38:27
661,RT-000661,6534,947,1,completed,Cliente desistiu da compra,31092.49,2026-11-11 12:41:00,2026-11-11 12:41:00
662,RT-000662,42445,1423,4,completed,outros,4705.98,2025-08-13 14:13:37,2025-08-13 14:13:37
663,RT-000663,1378,1941,1,completed,Produto avariado no transporte,2249.39,2020-12-19 15:24:14,2020-12-19 15:24:14
664,RT-000664,7352,1221,2,completed,Cliente desistiu da compra,1614.87,2024-02-17 07:54:29,2024-02-17 07:54:29
665,RT-000665,11934,1406,1,completed,Produto com defeito de fábrica,311.37,2021-04-17 18:08:11,2021-04-17 18:08:11
666,RT-000666,28425,1605,2,completed,Tamanho/cor incorretos,9288.71,2026-01-05 04:49:43,2026-01-05 04:49:43
667,RT-000667,34037,336,5,completed,Compra duplicada,3079.54,2026-05-02 15:06:09,2026-05-02 15:06:09
668,RT-000668,29021,1730,5,completed,Item não corresponde à descrição,0.00,2026-08-17 08:16:41,2026-08-17 08:16:41
669,RT-000669,21087,1501,2,completed,Item não corresponde à descrição,11454.73,2023-02-16 02:33:52,2023-02-16 02:33:52
670,RT-000670,46290,834,4,completed,Cliente desistiu da compra,496.50,2021-03-15 07:54:19,2021-03-15 07:54:19
671,RT-000671,42753,1879,2,completed,Cliente desistiu da compra,7557.74,2026-11-15 10:55:22,2026-11-15 10:55:22
672,RT-000672,21038,1092,5,completed,Tamanho/cor incorretos,11119.06,2024-12-10 14:54:38,2024-12-10 14:54:38
673,RT-000673,16097,269,4,open,Compra duplicada,0.00,2020-09-17 09:07:22,2020-09-17 09:07:22
674,RT-000674,30861,1396,5,completed,Tamanho/cor incorretos,5326.76,2026-05-09 02:12:55,2026-05-09 02:12:55
675,RT-000675,28353,1284,6,completed,Outros,242.94,2026-12-30 18:01:09,2026-12-30 18:01:09
676,RT-000676,23733,1859,5,completed, Produto com defeito de fábrica,0.00,2024-03-28 03:46:40,2024-03-28 03:46:40
677,RT-000677,14608,546,1,completed,Produto avariado no transporte,0.00,2026-10-17 13:15:08,2026-10-17 13:15:08
678,RT-000678,1752,302,1,cancelled,Produto avariado no transporte,0.00,2021-09-28 17:46:50,2021-09-28 17:46:50
679,RT-000679,20534,1471,1,completed,Item não corresponde à descrição,12578.42,2025-03-22 06:47:26,2025-03-22 06:47:26
680,RT-000680,5591,744,2,cancelled,Cliente desistiu da compra,293.35,2025-06-21 21:44:14,2025-06-21 21:44:14
681,RT-000681,11103,1064,3,completed,Produto avariado no transporte,3234.81,2024-11-27 19:10:31,2024-11-27 19:10:31
682,RT-000682,37284,1235,6,completed,Item não corresponde à descrição,3004.74,2022-01-03 22:56:52,2022-01-03 22:56:52
683,RT-000683,11946,113,1,completed,Produto avariado no transporte,8263.29,2023-01-20 04:56:31,2023-01-20 04:56:31
684,RT-000684,36480,635,2,completed,Compra duplicada,17606.61,2022-01-07 19:01:02,2022-01-07 19:01:02
685,RT-000685,23346,1527,1,completed,Produto com defeito de fábrica,1004.76,2020-03-27 16:03:58,2020-03-27 16:03:58
686,RT-000686,37613,1650,2,cancelled,Produto avariado no transporte,2097.84,2021-03-15 23:41:20,2021-03-15 23:41:20
687,RT-000687,19767,46,2,completed,Produto avariado no transporte,3134.40,2020-02-17 07:03:19,2020-02-17 07:03:19
688,RT-000688,44274,1360,1,completed,Produto com defeito de fábrica,6722.03,2023-01-17 17:27:48,2023-01-17 17:27:48
689,RT-000689,3127,940,4,completed,Tamanho/cor incorretos,0.00,2021-05-02 08:19:14,2021-05-02 08:19:14
690,RT-000690,16995,1011,5,completed,Produto com defeito de fábrica,2778.44,2021-01-27 00:24:40,2021-01-27 00:24:40
691,RT-000691,15851,1447,5,completed,Produto avariado no transporte,8402.60,2021-10-11 02:36:32,2021-10-11 02:36:32
692,RT-000692,1810,622,1,completed,Tamanho/cor incorretos,9306.24,2026-12-11 01:45:47,2026-12-11 01:45:47
693,RT-000693,8034,271,4,completed,Produto avariado no transporte,7367.48,2022-07-11 17:23:37,2022-07-11 17:23:37
694,RT-000694,12750,1030,5,completed,Produto avariado no transporte,1320.30,2021-10-24 22:54:29,2021-10-24 22:54:29
695,RT-000695,14435,84,4,open,Cliente desistui da compra,1951.07,2024-11-30 18:54:20,2024-11-30 18:54:20
696,RT-000696,18873,1447,2,completed,Cliente desistiu da compra,14191.62,2025-01-06 08:57:57,2025-01-06 08:57:57
697,RT-000697,43999,690,4,cancelled,Produto avariado no transporte,10786.60,2024-02-29 10:47:28,2024-02-29 10:47:28
698,RT-000698,31101,610,3,completed,produto com defeito de fábrica,3374.44,2023-02-07 14:42:56,2023-02-07 14:42:56
699,RT-000699,15034,3,5,completed,Produto avariado no transporte,9644.22,2024-09-26 09:19:09,2024-09-26 09:19:09
700,RT-000700,1340,397,2,completed,Item não corresponde à descrição,0.00,2026-03-28 21:53:38,2026-03-28 21:53:38
701,RT-000701,45621,1146,2,completed,Item não corresponde à descrição,12751.61,2024-02-06 20:40:35,2024-02-06 20:40:35
702,RT-000702,38408,1738,4,completed,Cliente desistiu da compra,40735.56,2020-03-19 04:58:14,2020-03-19 04:58:14
