id,name,description,brand_id,category_id,ncm_code,unit_of_measure,is_active,created_at,updated_at
385,GPS Plotter 5137,GPS chartplotter com cartografia,11,1,72966024,UN,TRUE,2025-07-23 20:12:15,2026-01-15 23:34:17
386,Sonar Transducer 9061,Transdutor de sonar para profundidade,8,6,85551590,UN,TRUE,2025-06-14 02:38:18,2026-01-20 09:09:01
387,Cabo Náutico 6511,Cabo de polipropileno trançado,9,4,30582882,M,TRUE,2024-03-08 15:31:51,2024-11-20 05:38:31
388,Cabo Náutico 8945,Cabo de polipropileno trançado,4,10,59613827,M,TRUE,2021-09-08 18:56:33,2026-11-28 21:07:54
389,Motor de Popa 5331,Motor de popa 4 tempos para embarcações de lazer,12,8,62052770,UN,TRUE,2026-07-23 21:55:01,2026-11-12 00:24:26
390,Defensa Náutica 3955,Defensa cilíndrica em PVC,5,12,90002169,PC,TRUE,2025-08-16 06:36:17,2026-09-19 03:12:51
391,Bússola de Bordo 5574,Bússola magnética líquida com iluminação,6,2,77620847,UN,TRUE,2021-01-05 02:53:03,2025-11-14 13:13:00
392,Tinta Antifouling 3067,Tinta antiincrustante 3.6L para casco,12,9,34690522,L,TRUE,2021-01-07 01:01:36,2024-06-27 06:16:00
393,Hélice de Alumínio 2428,Hélice 3 pás para motor de popa,2,1,50440787,UN,TRUE,2023-04-10 05:16:19,2024-09-20 15:26:48
394,Sonar Transducer 2625,Transdutor de sonar para profundidade,9,6,18155340,UN,TRUE,2022-06-01 08:42:46,2025-06-25 00:27:59
395,Vela Mestra 9165,Vela mestra em dacron para veleiros 32 pés,1,14,68539431,UN,TRUE,2021-10-19 23:38:24,2023-03-08 10:44:31
396,Bússola de Bordo 8014,Bússola magnética líquida com iluminação,4,4,84535831,UN,TRUE,2025-02-22 16:54:32,2025-06-11 10:23:17
397,GPS Plotter 3411,GPS chartplotter com cartografia,11,11,68105168,UN,FALSE,2021-03-04 15:31:15,2025-12-17 07:19:47
398,Âncora Bruce 4713,Âncora de garra tipo Bruce em aço galvanizado,2,3,28227234,UN,TRUE,2026-01-23 02:03:10,2026-06-11 15:58:41
399,Hélice de Alumínio 9811,Hélice 3 pás para motor de popa,4,2,33340919,UN,TRUE,2025-10-10 22:18:51,2026-06-03 13:33:31
400,Vela Mestra 4667,Vela mestra em dacron para veleiros 32 pés,1,14,12324038,UN,TRUE,2026-09-26 05:38:03,2026-10-17 06:11:47
401,Bússola de Bordo 4473,Bússola magnética líquida com iluminação,6,5,76008478,UN,FALSE,2020-06-10 01:46:20,2021-03-17 14:07:41
402,Tinta Antifouling 3241,Tinta antiincrustante 3.6L para casco,5,6,40131203,L,TRUE,2024-03-21 15:33:13,2026-12-05 12:34:22
403,Vela Mestra 807,Vela mestra em dacron para veleiros 32 pés,3,9,74989022,UN,TRUE,2021-12-22 12:54:47,2023-09-21 03:30:32
404,Bússola de Bordo 679,Bússola magnética líquida com iluminação,12,8,11565541,UN,TRUE,2020-06-18 04:17:47,2023-11-06 10:06:15
405,Bateria Náutica 9124,Bateria estacionária 105Ah náutica,12,6,54430409,UN,FALSE,2024-12-30 17:49:53,2025-09-25 04:54:52
406,Motor de Popa 6404,Motor de popa 4 tempos para embarcações de lazer,8,13,55105413,UN,TRUE,2021-03-02 15:17:47,2021-04-15 01:31:24
407,Motor de Popa 3225,Motor de popa 4 tempos para embarcações de lazer,7,13,48634485,UN,TRUE,2020-07-05 03:11:46,2023-03-10 13:21:50
408,Sonar Transducer 7193,Transdutor de sonar para profundidade,8,5,85813738,UN,TRUE,2023-03-31 12:22:46,2025-10-07 07:11:33
409,Hélice de Alumínio 9928,Hélice 3 pás para motor de popa,8,12,61240473,UN,TRUE,2022-07-29 22:42:59,2023-02-12 18:38:39
410,Vela Mestra 207,Vela mestra em dacron para veleiros 32 pés,12,8,65905892,UN,TRUE,2023-12-20 00:51:26,2026-02-21 18:05:45
411,Motor de Popa 684,Motor de popa 4 tempos para embarcações de lazer,8,2,69191185,UN,TRUE,2020-04-26 12:20:57,2020-06-07 10:19:03
412,Motor de Popa 6647,Motor de popa 4 tempos para embarcações de lazer,4,1,45597527,UN,TRUE,2026-06-04 21:01:23,2026-12-03 12:21:29
413,Cabo Náutico 5471,Cabo de polipropileno trançado,1,3,49163228,M,TRUE,2020-07-24 16:48:53,2021-01-12 05:56:01
414,Âncora Bruce 5302,Âncora de garra tipo Bruce em aço galvanizado,5,14,88147983,UN,TRUE,2023-06-11 04:18:48,2024-07-01 19:20:52
415,Bateria Náutica 6140,Bateria estacionária 105Ah náutica,4,6,46994036,UN,TRUE,2023-04-23 11:22:21,2024-07-11 18:17:32
416,Tinta Antifouling 9500,Tinta antiincrustante 3.6L para casco,1,8,17723256,L,TRUE,2023-10-29 08:01:17,2026-08-11 08:01:37
417,Bússola de Bordo 6310,Bússola magnética líquida com iluminação,12,9,91780929,UN,TRUE,2024-09-03 03:35:14,2026-08-18 15:03:13
418,Tinta Antifouling 6959,Tinta antiincrustante 3.6L para casco,11,3,23181003,L,TRUE,2025-02-19 19:34:38,2026-06-22 17:58:16
419,Defensa Náutica 9143,Defensa cilíndrica em PVC,7,1,57723119,PC,TRUE,2023-11-26 00:23:44,2026-12-04 00:28:28
420,Colete Salva-Vidas 6879,Colete homologado classe III,6,8,50321778,UN,TRUE,2023-06-15 04:26:41,2026-04-09 12:25:24
421,Hélice de Alumínio 314,Hélice 3 pás para motor de popa,10,1,24878567,UN,TRUE,2023-08-06 17:02:11,2026-11-05 19:37:41
422,Sonar Transducer 7193,Transdutor de sonar para profundidade,11,14,57534669,UN,TRUE,2020-12-05 00:17:06,2021-07-02 20:48:02
423,GPS Plotter 5583,GPS chartplotter com cartografia,4,3,51584937,UN,TRUE,2020-11-23 22:37:03,2021-01-03 03:49:37
424,Colete Salva-Vidas 8874,Colete homologado classe III,6,13,39288587,UN,TRUE,2023-02-21 03:50:52,2025-06-25 08:41:47
425,Bateria Náutica 2254,Bateria estacionária 105Ah náutica,10,1,77427725,UN,TRUE,2020-01-22 00:17:25,2020-12-25 19:15:37
426,Motor de Popa 1296,Motor de popa 4 tempos para embarcações de lazer,2,13,39867507,UN,TRUE,2022-07-16 03:49:01,2024-07-31 19:26:33
427,Âncora Bruce 5445,Âncora de garra tipo Bruce em aço galvanizado,3,1,50707259,UN,TRUE,2022-05-30 20:14:50,2023-09-29 14:30:29
428,Sonar Transducer 8490,Transdutor de sonar para profundidade,7,10,83075210,UN,TRUE,2021-06-21 23:27:42,2025-10-15 12:03:47
429,GPS Plotter 3591,GPS chartplotter com cartografia,4,10,36710807,UN,TRUE,2022-04-10 15:46:18,2026-01-17 18:48:37
430,GPS Plotter 9763,GPS chartplotter com cartografia,6,11,43935698,UN,TRUE,2025-06-17 16:03:12,2026-07-14 15:22:25
431,Hélice de Alumínio 571,Hélice 3 pás para motor de popa,1,8,46679826,UN,TRUE,2026-11-14 20:56:57,2026-12-16 21:51:12
432,Defensa Náutica 2623,Defensa cilíndrica em PVC,1,5,61967754,PC,TRUE,2024-12-11 07:36:24,2026-09-07 07:08:00
433,Colete Salva-Vidas 2045,Colete homologado classe III,1,8,31632708,UN,TRUE,2021-01-02 17:17:18,2023-05-03 22:07:38
434,Defensa Náutica 5998,Defensa cilíndrica em PVC,7,6,55865727,PC,TRUE,2026-06-02 07:52:00,2026-06-19 09:38:38
435,Bateria Náutica 5770,ver foto,2,2,77922849,UN,TRUE,2021-03-10 01:25:03,2021-09-30 14:08:42
436,Bateria Náutica 6370,Bateria estacionária 105Ah náutica,10,6,39769163,UN,TRUE,2021-02-18 14:55:02,2024-01-04 20:19:21
437,Hélice de Alumínio 728,Hélice 3 pás para motor de popa,11,4,90812586,UN,TRUE,2022-06-04 02:59:24,2023-11-19 14:18:45
438,Colete Salva-Vidas 2217,Colete homologado classe III,12,12,40110830,UN,TRUE,2021-06-20 15:12:33,2023-08-02 01:29:13
439,Motor de Popa 1376,Motor de popa 4 tempos para embarcações de lazer,11,8,98201841,UN,TRUE,2026-03-15 00:41:43,2026-12-15 09:11:12
440,Bússola de Bordo 553,Bússola magnética líquida com iluminação,11,14,55523642,UN,TRUE,2025-09-02 10:38:04,2026-05-10 21:20:38
441,Colete Salva-Vidas 4674,Colete homologado classe III,6,7,81512163,UN,TRUE,2021-11-14 17:37:15,2022-02-07 23:01:14
442,Motor de Popa 8825,Motor de popa 4 tempos para embarcações de lazer,2,10,64687062,UN,TRUE,2025-03-19 12:27:48,2025-05-03 10:22:43
443,Vela Mestra 6757,Vela mestra em dacron para veleiros 32 pés,1,4,71819219,UN,FALSE,2023-08-27 18:44:32,2025-08-28 20:59:21
444,Hélice de Alumínio 4479,Hélice 3 pás para motor de popa,3,5,55984625,UN,TRUE,2024-11-04 10:19:12,2025-09-05 06:12:38
445,Hélice de Alumínio 9779,Hélice 3 pás para motor de popa,9,13,82912591,UN,FALSE,2021-04-17 22:47:51,2024-01-22 10:20:31
446,Vela Mestra 2993,Vela mestra em dacron para veleiros 32 pés,6,3,27665867,UN,TRUE,2021-05-27 05:01:41,2023-06-03 12:52:45
447,Cabo Náutico 2366,Cabo de polipropileno trançado,12,2,98794705,M,TRUE,2023-12-04 11:56:28,2024-08-16 19:48:57
448,Bateria Náutica 6898,Bateria estacionária 105Ah náutica,7,12,61534785,UN,TRUE,2023-07-04 12:21:28,2025-08-21 05:14:55
449,Bússola de Bordo 8282,Bússola magnética líquida com iluminação,4,11,67708258,UN,FALSE,2021-04-22 05:31:58,2026-08-31 15:02:23
450,Hélice de Alumínio 290,Hélice 3 pás para motor de popa,6,2,61440255,UN,TRUE,2023-11-25 00:27:23,2024-03-06 10:21:53
451,Cabo Náutico 5416,Cabo de polipropileno trançado,11,13,34585914,M,TRUE,2021-10-28 19:06:33,2023-03-19 14:31:08
452,Tinta Antifouling 4641,Tinta antiincrustante 3.6L para casco,11,8,37659717,L,TRUE,2020-08-08 18:27:34,2026-11-15 04:23:47
453,Motor de Popa 8838,Motor de popa 4 tempos para embarcações de lazer,5,6,33260562,UN,TRUE,2025-06-14 00:53:51,2026-10-05 18:07:34
454,Vela Mestra 401,Vela mestra em dacron para veleiros 32 pés,8,3,64102849,UN,TRUE,2020-05-09 19:57:37,2020-12-11 21:45:52
455,Defensa Náutica 497,Defensa cilíndrica em PVC,1,14,58343748,PC,TRUE,2026-05-25 11:39:01,2026-10-02 14:18:24
456,Colete Salva-Vidas 2374,Colete homologado classe III,4,13,37400744,UN,TRUE,2026-12-10 13:56:29,2026-12-14 17:59:00
457,Tinta Antifouling 8834,Tinta antiincrustante 3.6L para casco,1,14,36409801,L,TRUE,2021-04-02 07:30:19,2022-09-19 20:40:21
458,Sonar Transducer 9222,Transdutor de sonar para profundidade,5,9,46954188,UN,TRUE,2020-05-24 00:58:08,2024-11-09 00:53:32
459,Vela Mestra 9743,Vela mestra em dacron para veleiros 32 pés,8,7,45673765,UN,TRUE,2021-02-06 23:29:34,2026-08-21 16:43:24
460,GPS Plotter 2098,GPS chartplotter com cartografia,2,7,67427703,UN,TRUE,2024-10-31 22:15:19,2026-10-26 00:10:09
461,Colete Salva-Vidas 3259,ver foto,7,14,47872931,UN,TRUE,2020-11-27 05:40:28,2024-04-23 10:22:44
462,Hélice de Alumínio 1260,Hélice 3 pás para motor de popa,7,9,77215891,UN,TRUE,2024-02-05 13:36:58,2024-10-03 22:44:31
463,Motor de Popa 8671,Motor de popa 4 tempos para embarcações de lazer,8,4,72126375,UN,TRUE,2021-07-14 01:41:24,2022-10-03 02:24:47
464,GPS Plotter 9584,GPS chartplotter com cartografia,4,9,96432200,UN,TRUE,2026-12-31 07:03:57,2026-12-31 08:13:39
465,Defensa Náutica 792,Defensa cilíndrica em PVC,4,5,67296038,PC,TRUE,2023-05-22 17:01:06,2025-05-18 09:46:35
466,Bússola de Bordo 1900,Bússola magnética líquida com iluminação,11,14,17200752,UN,TRUE,2021-10-26 14:35:25,2022-08-10 09:38:59
467,Colete Salva-Vidas 2345,Colete homologado classe III,11,9,42745188,UN,TRUE,2021-03-27 17:53:55,2024-07-14 00:40:11
468,Tinta Antifouling 6054,Tinta antiincrustante 3.6L para casco,10,12,83058430,L,TRUE,2021-11-02 00:32:39,2025-05-30 17:31:22
469,Motor de Popa 9450,Motor de popa 4 tempos para embarcações de lazer,3,10,45483698,UN,TRUE,2021-06-15 15:49:13,2022-06-20 09:59:23
470,Defensa Náutica 9426,Defensa cilíndrica em PVC,11,1,14729223,PC,TRUE,2022-01-30 20:43:04,2025-06-22 02:27:19
471,Colete Salva-Vidas 7201,Colete homologado classe III,5,10,47562901,UN,TRUE,2022-05-12 10:35:53,2026-08-15 18:32:24
472,Defensa Náutica 9030,,6,11,80931323,PC,TRUE,2025-08-10 06:03:00,2025-12-26 10:38:39
473,Motor de Popa 8491,Motor de popa 4 tempos para embarcações de lazer,6,3,92051984,UN,TRUE,2022-05-18 07:50:57,2025-09-13 13:03:23
474,Tinta Antifouling 8791,Tinta antiincrustante 3.6L para casco,4,12,17925535,L,TRUE,2024-03-26 15:58:23,2026-09-17 16:40:47
475,Bússola de Bordo 2331,Bússola magnética líquida com iluminação,3,6,25964807,UN,TRUE,2022-05-30 21:43:25,2026-08-17 09:38:40
476,Vela Mestra 5689,Vela mestra em dacron para veleiros 32 pés,1,4,96969239,UN,TRUE,2024-08-18 05:50:16,2025-09-22 02:05:44
477,Motor de Popa 8461,Motor de popa 4 tempos para embarcações de lazer,1,9,20133607,UN,TRUE,2026-12-05 20:32:43,2026-12-17 17:55:47
478,Tinta Antifouling 3290,Tinta antiincrustante 3.6L para casco,4,6,78293712,L,TRUE,2026-12-07 23:43:07,2026-12-13 19:49:37
479,Motor de Popa 9417,Motor de popa 4 tempos para embarcações de lazer,12,10,75816900,UN,TRUE,2022-12-27 17:11:48,2025-10-14 01:30:59
480,Hélice de Alumínio 4260,Hélice 3 pás para motor de popa,8,14,35602343,UN,FALSE,2024-07-11 01:14:56,2024-11-30 03:24:16
481,Bússola de Bordo 2683,Bússola magnética líquida com iluminação,3,12,95455150,UN,TRUE,2026-03-17 16:45:11,2026-12-15 19:30:43
482,GPS Plotter 6316,GPS chartplotter com cartografia,4,7,16535947,UN,TRUE,2026-06-19 23:53:09,2026-09-04 19:53:50
483,Defensa Náutica 9695,Defensa cilíndrica em PVC,2,10,67868711,PC,TRUE,2021-01-15 20:49:33,2025-04-07 09:01:09
484,Hélice de Alumínio 6668,Hélice 3 pás para motor de popa,4,12,98517641,UN,TRUE,2021-04-06 16:58:02,2022-03-15 13:39:42
485,GPS Plotter 5365,GPS chartplotter com cartografia,9,5,74457526,UN,TRUE,2021-01-18 14:59:20,2023-10-14 14:50:32
486,Genérico,Motor de popa 4 tempos para embarcações de lazer,1,7,22965463,UN,TRUE,2021-02-15 18:08:52,2021-03-05 08:08:33
487,Bússola de Bordo 5643,Bússola magnética líquida com iluminação,2,4,65026873,UN,TRUE,2020-05-07 19:40:49,2023-05-19 11:34:50
488,Bateria Náutica 9984,Bateria estacionária 105Ah náutica,6,6,96743994,UN,TRUE,2021-06-24 16:43:09,2024-01-16 08:01:38
489,Defensa Náutica 9755,Defensa cilíndrica em PVC,12,12,96235182,PC,FALSE,2025-07-11 22:56:37,2025-12-02 16:31:36
490,Colete Salva-Vidas 3881,Colete homologado classe III,6,12,78559499,UN,TRUE,2026-04-25 10:01:22,2026-12-29 14:10:10
491,Bússola de Bordo 4004,Bússola magnética líquida com iluminação,8,1,74828711,UN,TRUE,2021-11-14 16:07:22,2025-08-11 23:20:12
492,Bateria Náutica 4361,Bateria estacionária 105Ah náutica,5,11,41585045,UN,TRUE,2024-08-19 08:48:27,2025-06-22 12:19:34
493,Hélice de Alumínio 5003,Hélice 3 pás para motor de popa,4,8,34796760,UN,TRUE,2020-12-05 18:45:57,2024-09-12 00:58:26
494,Motor de Popa 4783,Motor de popa 4 tempos para embarcações de lazer,12,13,66315964,UN,TRUE,2024-12-18 19:33:42,2025-01-19 01:27:53
495,Sonar Transducer 4154,Transdutor de sonar para profundidade,2,9,26272665,UN,TRUE,2021-06-08 19:37:33,2024-12-15 15:44:46
496,Bateria Náutica 6054,Bateria estacionária 105Ah náutica,5,14,33614101,UN,TRUE,2026-11-15 19:51:42,2026-11-22 19:02:34
497,Colete Salva-Vidas 9810,Colete homologado classe III,3,7,14725609,UN,TRUE,2024-11-07 04:19:23,2025-11-18 21:41:03
498,GPS Plotter 7720,GPS chartplotter com cartografia,12,14,42893405,UN,TRUE,2022-07-24 04:20:16,2022-12-27 22:40:30
499,Âncora Bruce 3938,Âncora de garra tipo Bruce em aço galvanizado,12,3,75342356,UN,FALSE,2021-09-01 18:47:10,2025-04-20 01:07:05
500,Motor de Popa 7932,Motor de popa 4 tempos para embarcações de lazer,1,4,10035954,UN,TRUE,2025-03-14 22:42:23,2025-10-18 00:49:53
