id,order_id,product_variant_id,quantity,unit_price,icms_rate,ipi_rate,line_total
88974,29486,220,3,1370.50,18.00,0.00,4111.50
88975,29486,647,1,432.55,17.00,10.00,432.55
88976,29486,707,9,314.18,17.00,0.00,2827.62
88977,29487,810,6,1371.86,17.00,10.00,8231.16
88978,29487,809,8,3143.80,18.00,10.00,25150.40
88979,29487,650,10,637.52,17.00,10.00,6375.20
88980,29487,538,8,2358.30,12.00,0.00,18866.40
88981,29487,56,5,1923.39,12.00,5.00,9616.95
88982,29488,392,9,1043.87,12.00,0.00,9394.83
88983,29489,37,9,117.93,18.00,0.00,1061.37
88984,29489,835,10,656.94,12.00,0.00,6569.40
88985,29489,38,10,2178.52,18.00,10.00,21785.20
88986,29489,570,5,2364.78,17.00,5.00,11823.90
88987,29490,607,1,2276.42,12.00,10.00,2276.42
88988,29490,634,3,2123.91,18.00,5.00,6371.73
88989,29490,12,9,817.89,12.00,0.00,7361.01
88990,29491,998,3,2874.99,18.00,10.00,8624.97
88991,29491,951,3,3708.51,17.00,0.00,11125.53
88992,29492,406,1,4130.15,12.00,5.00,4130.15
88993,29493,710,5,3513.13,18.00,5.00,17565.65
88994,29494,603,5,2282.68,17.00,5.00,11413.40
88995,29494,49,6,2845.64,17.00,5.00,17073.84
88996,29495,728,1,2407.35,17.00,0.00,2407.35
88997,29495,345,6,2661.46,17.00,0.00,15968.76
88998,29496,183,7,818.75,12.00,0.00,5731.25
88999,29496,379,1,3730.87,17.00,5.00,3730.87
89000,29496,468,5,593.69,17.00,10.00,2968.45
89001,29497,974,6,1737.68,12.00,10.00,10426.08
89002,29497,307,9,984.70,12.00,5.00,8862.30
89003,29498,845,9,1753.95,12.00,5.00,15785.55
89004,29498,648,6,2309.21,12.00,5.00,13855.26
89005,29498,797,5,103.11,17.00,5.00,515.55
89006,29498,241,8,1048.92,17.00,5.00,8391.36
89007,29499,17,4,1238.93,12.00,10.00,4955.72
89008,29499,105,5,2368.10,18.00,10.00,11840.50
89009,29499,654,10,689.26,12.00,0.00,6892.60
89010,29500,737,2,2907.49,18.00,10.00,5814.98
89011,29500,950,9,920.67,12.00,5.00,8286.03
89012,29500,422,6,806.12,12.00,10.00,4836.72
89013,29500,525,6,4353.53,12.00,5.00,26121.18
89014,29501,838,7,2379.75,18.00,10.00,16658.25
89015,29501,943,8,1880.22,17.00,10.00,15041.76
89016,29501,933,8,1189.10,12.00,5.00,9512.80
89017,29501,401,5,2763.78,18.00,5.00,13818.90
89018,29501,260,5,1489.60,17.00,10.00,7448.00
89019,29502,188,5,360.16,17.00,5.00,1800.80
89020,29502,975,8,1936.17,17.00,0.00,15489.36
89021,29502,658,8,3840.35,12.00,0.00,30722.80
89022,29502,34,4,3058.37,18.00,10.00,12233.48
89023,29503,366,10,2697.71,17.00,10.00,26977.10
89024,29503,198,5,941.64,12.00,10.00,4708.20
89025,29503,526,6,2641.36,17.00,0.00,15848.16
89026,29504,602,8,2133.34,18.00,5.00,17066.72
89027,29504,446,10,351.00,12.00,0.00,3510.00
89028,29504,236,1,465.47,17.00,0.00,465.47
89029,29504,726,2,218.97,12.00,5.00,437.94
89030,29504,801,10,1075.09,18.00,5.00,10750.90
89031,29505,260,7,1489.60,17.00,10.00,10427.20
89032,29505,290,2,1165.56,17.00,0.00,2331.12
89033,29505,77,1,1516.00,17.00,5.00,1516.00
89034,29505,127,2,1524.52,17.00,0.00,3049.04
89035,29505,620,7,3138.93,18.00,10.00,21972.51
89036,29506,509,10,2858.04,18.00,10.00,28580.40
89037,29506,452,2,1251.11,17.00,5.00,2502.22
89038,29506,275,3,2249.39,18.00,10.00,6748.17
89039,29506,635,1,2637.92,17.00,10.00,2637.92
89040,29507,46,4,764.40,12.00,0.00,3057.60
89041,29507,600,6,1056.69,12.00,10.00,6340.14
89042,29507,444,9,544.34,12.00,5.00,4899.06
89043,29507,170,4,101.75,17.00,0.00,407.00
89044,29508,192,10,3134.40,18.00,10.00,31344.00
89045,29508,163,1,1827.76,12.00,5.00,1827.76
89046,29509,433,5,1860.26,18.00,0.00,9301.30
89047,29510,715,3,2036.26,12.00,5.00,6108.78
89048,29510,493,10,1136.58,18.00,5.00,11365.80
89049,29510,448,8,2792.57,18.00,10.00,22340.56
89050,29510,35,10,1255.65,18.00,5.00,12556.50
89051,29510,346,9,1779.66,12.00,5.00,16016.94
89052,29511,329,10,2541.11,12.00,5.00,25411.10
89053,29512,106,7,1185.50,18.00,10.00,8298.50
89054,29513,556,8,2254.06,12.00,0.00,18032.48
89055,29514,1009,4,2118.14,12.00,0.00,8472.56
89056,29514,806,7,964.88,17.00,5.00,6754.16
89057,29514,769,1,113.10,12.00,0.00,113.10
89058,29514,844,3,2462.33,12.00,0.00,7386.99
89059,29515,202,6,2178.87,18.00,5.00,13073.22
89060,29515,95,3,2928.70,12.00,0.00,8786.10
89061,29516,178,10,2799.66,17.00,5.00,27996.60
89062,29516,427,6,3734.46,12.00,10.00,22406.76
89063,29517,709,9,1408.60,12.00,5.00,12677.40
89064,29517,457,6,1414.55,12.00,0.00,8487.30
89065,29517,169,1,2148.39,18.00,0.00,2148.39
89066,29517,766,7,4026.81,18.00,10.00,28187.67
89067,29517,859,2,1826.88,12.00,10.00,3653.76
89068,29518,91,2,3732.21,17.00,5.00,7464.42
89069,29518,490,3,2428.81,12.00,0.00,7286.43
89070,29519,585,7,2013.71,17.00,5.00,14095.97
89071,29519,560,1,2092.58,12.00,5.00,2092.58
89072,29519,537,6,1824.14,18.00,0.00,10944.84
89073,29519,722,7,696.24,18.00,10.00,4873.68
89074,29519,176,2,2084.13,12.00,5.00,4168.26
89075,29520,691,5,2328.88,17.00,0.00,11644.40
89076,29520,58,7,717.98,17.00,5.00,5025.86
89077,29520,431,10,2554.55,17.00,5.00,25545.50
89078,29520,580,8,1589.69,18.00,10.00,12717.52
89079,29520,470,6,183.54,18.00,10.00,1101.24
89080,29521,232,9,2403.32,12.00,0.00,21629.88
89081,29521,643,2,2612.86,12.00,0.00,5225.72
89082,29521,89,2,767.13,18.00,10.00,1534.26
89083,29522,449,4,3486.24,18.00,5.00,13944.96
89084,29522,649,10,3063.60,12.00,0.00,30636.00
89085,29522,156,3,3004.20,18.00,0.00,9012.60
89086,29523,484,5,444.48,18.00,10.00,2222.40
89087,29524,769,3,113.10,12.00,0.00,339.30
89088,29525,818,7,2561.11,12.00,10.00,17927.77
89089,29526,628,8,2933.46,17.00,5.00,23467.68
89090,29526,709,3,1408.60,12.00,5.00,4225.80
89091,29526,455,8,1834.83,17.00,0.00,14678.64
89092,29527,854,9,3163.03,18.00,5.00,28467.27
89093,29527,958,7,919.27,12.00,0.00,6434.89
89094,29528,171,10,1866.08,17.00,0.00,18660.80
89095,29529,847,5,390.46,12.00,10.00,1952.30
89096,29530,76,1,1096.27,18.00,5.00,1096.27
89097,29531,561,3,3757.73,18.00,0.00,11273.19
89098,29531,353,1,371.77,18.00,5.00,371.77
89099,29531,739,3,1621.91,17.00,10.00,4865.73
89100,29531,917,4,588.80,12.00,5.00,2355.20
89101,29531,108,2,1501.07,18.00,5.00,3002.14
89102,29532,387,9,2704.24,12.00,0.00,24338.16
89103,29533,957,9,1915.60,12.00,5.00,17240.40
89104,29533,318,10,1067.79,18.00,5.00,10677.90
89105,29533,654,6,689.26,12.00,0.00,4135.56
89106,29533,994,8,130.33,12.00,10.00,1042.64
89107,29533,785,1,450.85,18.00,5.00,450.85
89108,29534,453,7,1408.39,17.00,10.00,9858.73
89109,29534,117,9,1262.96,17.00,0.00,11366.64
89110,29534,597,6,1508.23,17.00,10.00,9049.38
89111,29534,231,5,2803.89,17.00,0.00,14019.45
89112,29534,546,9,2466.25,12.00,5.00,22196.25
89113,29535,390,1,308.23,18.00,10.00,308.23
89114,29535,99,6,1078.27,18.00,5.00,6469.62
89115,29535,201,4,240.37,17.00,10.00,961.48
89116,29536,353,9,371.77,18.00,5.00,3345.93
89117,29536,478,9,2565.48,17.00,0.00,23089.32
89118,29536,50,10,547.88,12.00,0.00,5478.80
89119,29536,909,4,2990.59,18.00,0.00,11962.36
89120,29536,776,3,2342.94,18.00,5.00,7028.82
89121,29537,973,1,2677.23,12.00,10.00,2677.23
89122,29538,14,6,4208.40,18.00,5.00,25250.40
89123,29538,896,4,2916.30,12.00,5.00,11665.20
89124,29538,535,10,3650.91,18.00,10.00,36509.10
89125,29539,639,4,2542.44,12.00,10.00,10169.76
89126,29539,881,8,2109.81,12.00,10.00,16878.48
89127,29539,415,4,2846.54,17.00,10.00,11386.16
89128,29539,1003,2,2068.61,17.00,10.00,4137.22
89129,29539,641,5,409.45,12.00,5.00,2047.25
89130,29540,827,3,3554.57,18.00,0.00,10663.71
89131,29540,470,1,183.54,18.00,10.00,183.54
89132,29541,1004,7,3533.76,17.00,0.00,24736.32
89133,29542,123,6,2205.88,17.00,10.00,13235.28
89134,29542,74,9,1603.57,17.00,10.00,14432.13
89135,29542,461,5,1315.58,12.00,5.00,6577.90
89136,29542,163,9,1827.76,12.00,5.00,16449.84
89137,29543,306,4,501.46,17.00,10.00,2005.84
89138,29543,467,6,718.42,12.00,5.00,4310.52
89139,29543,735,7,617.90,17.00,5.00,4325.30
89140,29544,795,2,1245.37,17.00,5.00,2490.74
89141,29545,243,6,400.85,18.00,10.00,2405.10
89142,29545,565,6,3816.76,12.00,10.00,22900.56
89143,29545,635,5,2637.92,17.00,10.00,13189.60
89144,29546,965,6,1023.33,18.00,10.00,6139.98
89145,29546,331,6,1832.14,18.00,0.00,10992.84
89146,29546,792,7,388.03,18.00,0.00,2716.21
89147,29546,426,5,1094.61,18.00,5.00,5473.05
89148,29546,611,4,2127.18,12.00,10.00,8508.72
89149,29547,693,1,2719.62,12.00,10.00,2719.62
89150,29547,298,7,1028.21,17.00,10.00,7197.47
89151,29547,787,8,304.40,18.00,10.00,2435.20
89152,29547,768,6,1759.02,17.00,10.00,10554.12
89153,29548,494,7,1707.10,12.00,10.00,11949.70
89154,29548,241,9,1048.92,17.00,5.00,9440.28
89155,29548,239,8,624.14,18.00,10.00,4993.12
89156,29549,660,9,1997.92,12.00,10.00,17981.28
89157,29549,279,5,3511.63,17.00,0.00,17558.15
89158,29549,299,5,266.31,12.00,0.00,1331.55
89159,29550,926,5,824.94,18.00,10.00,4124.70
89160,29550,728,8,2407.35,17.00,0.00,19258.80
89161,29550,152,9,1625.27,17.00,0.00,14627.43
89162,29550,94,7,2291.44,18.00,10.00,16040.08
89163,29550,3,5,36.65,17.00,5.00,183.25
89164,29551,727,1,1343.06,12.00,10.00,1343.06
89165,29551,36,3,2563.85,17.00,0.00,7691.55
89166,29551,290,2,1165.56,17.00,0.00,2331.12
89167,29552,552,9,2692.10,18.00,5.00,24228.90
89168,29552,85,8,2235.99,18.00,0.00,17887.92
89169,29552,659,7,1282.94,17.00,5.00,8980.58
89170,29552,338,3,311.37,17.00,10.00,934.11
89171,29552,1001,10,1687.22,18.00,5.00,16872.20
89172,29553,737,7,2907.49,18.00,10.00,20352.43
89173,29553,328,4,2492.10,18.00,10.00,9968.40
89174,29553,37,9,117.93,18.00,0.00,1061.37
89175,29553,309,8,2422.30,18.00,5.00,19378.40
89176,29554,336,10,3541.51,17.00,5.00,35415.10
89177,29554,112,1,549.47,17.00,10.00,549.47
89178,29555,165,5,529.88,17.00,10.00,2649.40
89179,29555,153,1,233.91,18.00,0.00,233.91
89180,29556,46,5,764.40,12.00,0.00,3822.00
89181,29556,945,5,2508.07,12.00,10.00,12540.35
89182,29556,975,7,1936.17,17.00,0.00,13553.19
89183,29557,996,2,1225.38,12.00,5.00,2450.76
89184,29558,857,2,2426.65,17.00,5.00,4853.30
89185,29558,548,7,924.90,17.00,0.00,6474.30
89186,29559,410,5,368.49,17.00,0.00,1842.45
89187,29559,714,5,1370.36,12.00,0.00,6851.80
89188,29560,370,3,1711.73,18.00,0.00,5135.19
89189,29561,669,4,2612.73,18.00,10.00,10450.92
89190,29561,369,4,3696.81,18.00,10.00,14787.24
89191,29561,224,7,3157.67,17.00,10.00,22103.69
89192,29561,737,10,2907.49,18.00,10.00,29074.90
89193,29562,430,2,376.66,17.00,5.00,753.32
89194,29562,253,10,3083.67,12.00,10.00,30836.70
89195,29562,675,9,3588.36,17.00,10.00,32295.24
89196,29563,356,9,410.03,12.00,10.00,3690.27
89197,29564,485,1,1610.84,17.00,0.00,1610.84
89198,29564,221,5,1543.13,12.00,0.00,7715.65
89199,29564,476,9,2951.54,12.00,5.00,26563.86
89200,29564,762,8,3721.66,12.00,10.00,29773.28
89201,29565,225,9,1568.66,18.00,10.00,14117.94
89202,29565,512,3,242.94,18.00,0.00,728.82
89203,29565,743,5,2785.44,18.00,10.00,13927.20
89204,29565,258,10,2498.44,18.00,10.00,24984.40
89205,29566,898,9,967.61,12.00,0.00,8708.49
89206,29566,950,4,920.67,12.00,5.00,3682.68
89207,29566,689,2,2844.46,18.00,10.00,5688.92
89208,29566,864,1,2552.53,18.00,0.00,2552.53
89209,29566,941,1,1826.97,18.00,5.00,1826.97
89210,29567,421,5,2199.80,18.00,5.00,10999.00
89211,29567,98,10,2546.18,17.00,10.00,25461.80
89212,29567,355,10,407.01,18.00,10.00,4070.10
89213,29567,920,5,1998.31,18.00,0.00,9991.55
89214,29568,373,2,2162.93,17.00,5.00,4325.86
89215,29569,486,9,1758.87,18.00,0.00,15829.83
89216,29569,947,10,1463.75,17.00,0.00,14637.50
89217,29570,444,7,544.34,12.00,5.00,3810.38
89218,29571,334,5,1704.57,17.00,10.00,8522.85
89219,29571,848,10,1760.00,12.00,10.00,17600.00
89220,29571,193,8,2705.58,18.00,5.00,21644.64
89221,29571,189,4,2344.97,17.00,0.00,9379.88
89222,29572,149,6,406.56,17.00,10.00,2439.36
89223,29572,420,3,1752.23,18.00,5.00,5256.69
89224,29572,327,8,2109.45,12.00,5.00,16875.60
89225,29573,720,9,3314.63,18.00,10.00,29831.67
89226,29573,995,7,1564.09,18.00,10.00,10948.63
89227,29573,815,1,2213.00,17.00,5.00,2213.00
89228,29573,948,2,1461.93,12.00,10.00,2923.86
89229,29574,170,10,101.75,17.00,0.00,1017.50
89230,29575,776,7,2342.94,18.00,5.00,16400.58
89231,29576,896,8,2916.30,12.00,5.00,23330.40
89232,29577,1006,10,2315.01,12.00,10.00,23150.10
89233,29577,574,8,2342.19,17.00,5.00,18737.52
89234,29578,533,10,1796.67,18.00,10.00,17966.70
89235,29578,702,2,1993.48,18.00,5.00,3986.96
89236,29579,570,7,2364.78,17.00,5.00,16553.46
89237,29580,581,2,1781.99,17.00,5.00,3563.98
89238,29580,744,5,2928.56,18.00,10.00,14642.80
89239,29581,726,6,218.97,12.00,5.00,1313.82
89240,29581,236,3,465.47,17.00,0.00,1396.41
89241,29582,962,6,2309.76,12.00,5.00,13858.56
89242,29582,190,4,256.91,18.00,5.00,1027.64
89243,29582,372,9,2922.48,18.00,5.00,26302.32
89244,29583,703,2,2002.01,18.00,10.00,4004.02
89245,29583,470,10,183.54,18.00,10.00,1835.40
89246,29583,508,4,2240.19,17.00,10.00,8960.76
89247,29583,799,10,487.86,18.00,0.00,4878.60
89248,29583,138,9,2710.10,18.00,10.00,24390.90
89249,29584,47,2,3896.09,12.00,0.00,7792.18
89250,29584,487,1,2877.89,18.00,10.00,2877.89
89251,29584,611,6,2127.18,12.00,10.00,12763.08
89252,29584,384,10,751.10,18.00,10.00,7511.00
89253,29584,343,5,695.61,18.00,10.00,3478.05
89254,29585,435,3,3107.16,17.00,5.00,9321.48
89255,29585,169,7,2148.39,18.00,0.00,15038.73
89256,29585,176,2,2084.13,12.00,5.00,4168.26
89257,29585,275,6,2249.39,18.00,10.00,13496.34
89258,29586,237,7,3281.12,17.00,10.00,22967.84
89259,29586,503,1,2245.27,17.00,5.00,2245.27
89260,29586,21,1,798.36,18.00,10.00,798.36
89261,29587,590,4,1446.19,12.00,5.00,5784.76
89262,29587,901,1,2152.22,18.00,5.00,2152.22
89263,29587,864,6,2552.53,18.00,0.00,15315.18
89264,29587,816,6,3142.72,17.00,10.00,18856.32
89265,29588,846,3,1326.12,12.00,0.00,3978.36
89266,29588,221,7,1543.13,12.00,0.00,10801.91
89267,29588,652,5,3265.94,18.00,10.00,16329.70
89268,29588,362,6,1475.97,12.00,0.00,8855.82
89269,29588,820,6,1735.78,12.00,0.00,10414.68
89270,29589,1002,6,2757.24,17.00,0.00,16543.44
89271,29590,573,4,776.14,17.00,10.00,3104.56
89272,29590,292,5,2409.31,18.00,5.00,12046.55
89273,29590,112,10,549.47,17.00,10.00,5494.70
89274,29590,593,1,2583.58,17.00,0.00,2583.58
89275,29590,767,6,736.94,12.00,5.00,4421.64
89276,29591,135,3,1253.86,17.00,0.00,3761.58
89280,29593,6,3,2505.20,17.00,10.00,7515.60
89281,29593,983,5,2908.41,17.00,5.00,14542.05
89282,29594,580,7,1589.69,18.00,10.00,11127.83
89283,29594,461,5,1315.58,12.00,5.00,6577.90
89284,29595,1009,1,2118.14,12.00,0.00,2118.14
89285,29595,156,6,3004.20,18.00,0.00,18025.20
89286,29596,762,6,3721.66,12.00,10.00,22329.96
89287,29596,592,4,589.87,18.00,5.00,2359.48
89288,29596,497,2,420.07,18.00,10.00,840.14
89289,29596,440,2,2540.37,17.00,10.00,5080.74
89290,29596,121,8,2225.11,12.00,10.00,17800.88
89291,29597,250,6,347.44,17.00,0.00,2084.64
89292,29597,588,5,3211.23,12.00,0.00,16056.15
89293,29597,423,9,259.10,18.00,10.00,2331.90
89294,29597,843,9,2953.89,18.00,10.00,26585.01
89295,29597,973,10,2677.23,12.00,10.00,26772.30
89296,29598,681,1,1066.34,12.00,0.00,1066.34
89297,29599,302,4,2557.48,17.00,10.00,10229.92
89298,29600,668,4,872.52,17.00,0.00,3490.08
89299,29600,733,3,1533.55,17.00,0.00,4600.65
89300,29600,926,4,824.94,18.00,10.00,3299.76
89301,29600,313,1,2778.30,12.00,10.00,2778.30
89302,29601,864,6,2552.53,18.00,0.00,15315.18
89303,29601,506,6,1307.41,17.00,5.00,7844.46
89304,29601,539,2,2650.73,18.00,10.00,5301.46
89305,29602,675,2,3588.36,17.00,10.00,7176.72
89306,29602,850,9,450.94,17.00,0.00,4058.46
89307,29602,283,4,2111.43,17.00,5.00,8445.72
89308,29602,742,3,2179.03,12.00,10.00,6537.09
89309,29602,458,3,495.33,12.00,10.00,1485.99
89310,29603,529,2,1891.34,12.00,0.00,3782.68
89311,29604,849,9,383.90,12.00,10.00,3455.10
89312,29604,134,5,993.85,18.00,5.00,4969.25
89313,29604,672,7,172.41,12.00,5.00,1206.87
89314,29604,5,5,1425.34,12.00,0.00,7126.70
89315,29605,711,10,1200.87,12.00,0.00,12008.70
89316,29605,165,7,529.88,17.00,10.00,3709.16
89317,29605,674,2,1350.67,12.00,10.00,2701.34
89318,29605,641,6,409.45,12.00,5.00,2456.70
89319,29605,207,4,3733.72,17.00,5.00,14934.88
89320,29606,286,7,2277.61,17.00,0.00,15943.27
89321,29606,819,4,2643.99,12.00,5.00,10575.96
89322,29606,552,8,2692.10,18.00,5.00,21536.80
89323,29606,146,6,2100.65,12.00,5.00,12603.90
89324,29607,1001,8,1687.22,18.00,5.00,13497.76
89325,29607,797,9,103.11,17.00,5.00,927.99
89326,29607,133,7,1475.54,18.00,5.00,10328.78
89327,29607,733,4,1533.55,17.00,0.00,6134.20
89328,29608,250,9,347.44,17.00,0.00,3126.96
89329,29609,352,10,2094.66,18.00,5.00,20946.60
89330,29609,374,9,873.94,12.00,10.00,7865.46
89331,29609,767,3,736.94,12.00,5.00,2210.82
89332,29609,472,10,2364.36,17.00,10.00,23643.60
89333,29609,366,2,2697.71,17.00,10.00,5395.42
89334,29610,261,7,2489.83,17.00,0.00,17428.81
89335,29610,45,6,2765.04,17.00,10.00,16590.24
89336,29610,851,1,2392.16,18.00,5.00,2392.16
89337,29610,606,6,2160.03,18.00,0.00,12960.18
89338,29611,89,3,767.13,18.00,10.00,2301.39
89339,29612,695,1,2518.29,18.00,10.00,2518.29
89340,29612,33,6,537.27,17.00,10.00,3223.62
89341,29613,242,6,542.80,18.00,0.00,3256.80
89346,29615,35,6,1255.65,18.00,5.00,7533.90
89347,29615,987,6,3507.03,17.00,10.00,21042.18
89348,29616,956,3,2369.21,18.00,10.00,7107.63
89349,29616,244,9,3983.40,17.00,5.00,35850.60
89350,29616,799,8,487.86,18.00,0.00,3902.88
89351,29617,809,4,3143.80,18.00,10.00,12575.20
89352,29617,192,7,3134.40,18.00,10.00,21940.80
89353,29618,225,2,1568.66,18.00,10.00,3137.32
89354,29618,574,10,2342.19,17.00,5.00,23421.90
89355,29618,230,5,1744.87,18.00,10.00,8724.35
89356,29618,863,4,2108.46,18.00,0.00,8433.84
89357,29618,578,5,1420.38,12.00,0.00,7101.90
89358,29619,140,5,658.74,17.00,5.00,3293.70
89359,29619,528,4,2392.30,17.00,5.00,9569.20
89360,29620,668,1,872.52,17.00,0.00,872.52
89361,29620,997,2,3495.43,12.00,10.00,6990.86
89362,29620,943,4,1880.22,17.00,10.00,7520.88
89363,29620,703,8,2002.01,18.00,10.00,16016.08
89364,29621,836,8,3757.03,17.00,0.00,30056.24
89365,29621,309,8,2422.30,18.00,5.00,19378.40
89366,29622,786,7,269.82,17.00,0.00,1888.74
89367,29623,78,6,3365.40,18.00,10.00,20192.40
89368,29623,545,8,518.00,18.00,10.00,4144.00
89369,29623,75,4,212.31,18.00,10.00,849.24
89370,29624,173,6,1352.38,12.00,5.00,8114.28
89371,29625,528,4,2392.30,17.00,5.00,9569.20
89372,29625,188,10,360.16,17.00,5.00,3601.60
89373,29625,651,5,1317.12,18.00,5.00,6585.60
89374,29625,771,10,699.53,18.00,0.00,6995.30
89375,29626,186,5,1771.29,17.00,5.00,8856.45
89376,29626,257,9,69.33,18.00,10.00,623.97
89377,29626,28,8,1614.87,18.00,0.00,12918.96
89378,29626,985,2,3175.88,12.00,10.00,6351.76
89379,29626,1004,6,3533.76,17.00,0.00,21202.56
89380,29627,562,3,2350.61,18.00,5.00,7051.83
89381,29628,912,10,1038.60,12.00,10.00,10386.00
89382,29628,58,1,717.98,17.00,5.00,717.98
89383,29628,387,1,2704.24,12.00,0.00,2704.24
89384,29629,17,5,1238.93,12.00,10.00,6194.65
89385,29629,707,2,314.18,17.00,0.00,628.36
89386,29629,295,4,2261.84,12.00,5.00,9047.36
89387,29630,74,1,1603.57,17.00,10.00,1603.57
89388,29630,1003,4,2068.61,17.00,10.00,8274.44
89389,29630,527,5,1140.17,12.00,10.00,5700.85
89390,29630,439,6,178.58,17.00,10.00,1071.48
89391,29630,100,3,3529.00,12.00,10.00,10587.00
89392,29631,943,4,1880.22,17.00,10.00,7520.88
89393,29631,6,3,2505.20,17.00,10.00,7515.60
89394,29631,624,1,2409.28,12.00,10.00,2409.28
89395,29631,516,6,410.74,17.00,10.00,2464.44
89396,29631,683,6,2956.19,17.00,0.00,17737.14
89397,29632,767,6,736.94,12.00,5.00,4421.64
89398,29632,822,10,257.87,17.00,5.00,2578.70
89399,29632,372,6,2922.48,18.00,5.00,17534.88
89400,29632,520,7,71.33,12.00,0.00,499.31
89401,29633,199,1,1845.98,18.00,10.00,1845.98
89402,29633,275,9,2249.39,18.00,10.00,20244.51
89403,29633,744,5,2928.56,18.00,10.00,14642.80
89404,29633,739,6,1621.91,17.00,10.00,9731.46
89405,29633,323,1,2902.38,18.00,10.00,2902.38
89406,29634,457,8,1414.55,12.00,0.00,11316.40
89407,29634,869,3,3742.28,17.00,5.00,11226.84
89408,29634,605,1,730.26,12.00,5.00,730.26
89409,29634,223,1,3033.43,17.00,10.00,3033.43
89410,29635,518,10,1469.13,12.00,10.00,14691.30
89411,29635,684,3,720.71,12.00,0.00,2162.13
89412,29635,185,2,686.55,18.00,10.00,1373.10
89413,29636,904,9,1196.51,12.00,5.00,10768.59
89414,29637,916,6,1243.36,17.00,0.00,7460.16
89415,29637,334,1,1704.57,17.00,10.00,1704.57
89416,29637,564,9,2570.99,18.00,5.00,23138.91
89417,29638,871,10,2753.33,18.00,0.00,27533.30
89418,29639,331,1,1832.14,18.00,0.00,1832.14
89419,29639,421,2,2199.80,18.00,5.00,4399.60
89420,29639,989,8,3285.82,12.00,0.00,26286.56
89421,29639,119,3,1569.62,17.00,0.00,4708.86
89422,29639,687,3,1168.61,17.00,5.00,3505.83
89423,29640,733,6,1533.55,17.00,0.00,9201.30
89424,29641,20,7,2315.50,12.00,0.00,16208.50
89425,29641,609,9,1498.60,17.00,5.00,13487.40
89426,29641,700,6,1282.91,17.00,0.00,7697.46
89427,29642,40,9,1813.06,12.00,5.00,16317.54
89428,29642,701,2,1036.97,12.00,0.00,2073.94
89429,29642,252,7,1266.06,17.00,10.00,8862.42
89430,29642,489,9,1239.53,17.00,0.00,11155.77
89431,29643,780,2,190.17,12.00,5.00,380.34
89432,29644,943,2,1880.22,17.00,10.00,3760.44
89433,29644,564,1,2570.99,18.00,5.00,2570.99
89434,29644,642,6,2706.27,18.00,0.00,16237.62
89435,29645,512,5,242.94,18.00,0.00,1214.70
89436,29645,744,7,2928.56,18.00,10.00,20499.92
89437,29645,995,6,1564.09,18.00,10.00,9384.54
89438,29645,690,9,2340.26,17.00,10.00,21062.34
89439,29646,553,6,2778.62,12.00,10.00,16671.72
89440,29646,540,1,2436.75,17.00,5.00,2436.75
89441,29646,993,2,2476.49,12.00,0.00,4952.98
89442,29647,616,6,1920.15,12.00,5.00,11520.90
89443,29648,941,3,1826.97,18.00,5.00,5480.91
89444,29649,506,9,1307.41,17.00,5.00,11766.69
89445,29649,542,3,419.41,17.00,5.00,1258.23
89446,29649,699,5,2481.23,17.00,0.00,12406.15
89447,29649,208,3,711.87,17.00,0.00,2135.61
89448,29650,271,3,46.79,18.00,10.00,140.37
89449,29650,6,1,2505.20,17.00,10.00,2505.20
89450,29650,493,7,1136.58,18.00,5.00,7956.06
89451,29650,879,4,2619.07,18.00,5.00,10476.28
89452,29650,234,1,1089.75,17.00,0.00,1089.75
89453,29651,48,4,1605.18,12.00,10.00,6420.72
89454,29651,541,6,335.92,18.00,5.00,2015.52
89455,29652,501,9,3045.41,17.00,0.00,27408.69
89456,29652,335,9,1034.23,12.00,10.00,9308.07
89457,29652,800,4,153.59,17.00,5.00,614.36
89458,29652,503,10,2245.27,17.00,5.00,22452.70
89459,29653,960,5,3547.99,17.00,10.00,17739.95
89460,29654,717,1,555.33,18.00,10.00,555.33
89461,29654,989,4,3285.82,12.00,0.00,13143.28
89462,29655,304,1,2646.56,18.00,10.00,2646.56
89463,29655,960,9,3547.99,17.00,10.00,31931.91
89464,29655,678,5,977.01,18.00,10.00,4885.05
89465,29656,658,4,3840.35,12.00,0.00,15361.40
89466,29656,229,3,3854.29,12.00,0.00,11562.87
89467,29656,993,2,2476.49,12.00,0.00,4952.98
89468,29656,757,3,894.72,17.00,10.00,2684.16
89469,29657,818,2,2561.11,12.00,10.00,5122.22
89470,29657,70,9,118.69,17.00,0.00,1068.21
89471,29658,785,3,450.85,18.00,5.00,1352.55
89472,29658,65,6,1609.83,17.00,10.00,9658.98
89473,29659,889,10,2722.55,17.00,0.00,27225.50
89474,29659,342,3,3063.56,12.00,10.00,9190.68
89475,29660,519,2,122.56,12.00,10.00,245.12
89476,29660,104,3,821.14,18.00,0.00,2463.42
89477,29660,360,2,1639.82,17.00,0.00,3279.64
89478,29660,430,8,376.66,17.00,5.00,3013.28
89479,29660,625,4,1556.72,18.00,10.00,6226.88
89480,29661,26,5,1726.63,17.00,5.00,8633.15
89481,29661,848,3,1760.00,12.00,10.00,5280.00
89482,29662,847,4,390.46,12.00,10.00,1561.84
89483,29662,440,7,2540.37,17.00,10.00,17782.59
89484,29662,634,1,2123.91,18.00,5.00,2123.91
