id,po_number,supplier_id,buyer_id,destination_location_id,status,currency,subtotal,total,placed_at,expected_delivery_at,created_at,updated_at
1079,PO-001079,18,13,1,received,BRL,44780.01,44780.01,2024-02-21 13:04:42,2024-03-10,2024-02-21 13:04:42,2024-02-21 13:04:42
1080,PO-001080,1,5,2,cancelled,BRL,71029.06,71029.06,2026-10-29 16:20:13,2026-11-05,2026-10-29 16:20:13,2026-10-29 16:20:13
1081,PO-001081,10,5,3,partially_received,BRL,157490.99,157490.99,2020-04-12 16:57:59,2020-05-09,2020-04-12 16:57:59,2020-04-12 16:57:59
1082,PO-001082,21,13,2,received,BRL,23903.25,23903.25,2023-01-13 23:30:39,2023-01-19,2023-01-13 23:30:39,2023-01-13 23:30:39
1083,PO-001083,15,5,1,sent,BRL,63708.58,63708.58,2026-02-03 14:27:24,,2026-02-03 14:27:24,2026-02-03 14:27:24
1084,PO-001084,10,13,4,partially_received,BRL,74221.91,74221.91,2023-08-17 03:29:29,,2023-08-17 03:29:29,2023-08-17 03:29:29
1085,PO-001085,17,13,3,received,BRL,98542.82,98542.82,2023-12-21 11:36:07,2024-01-10,2023-12-21 11:36:07,2023-12-21 11:36:07
1086,PO-001086,6,13,3,cancelled,BRL,71468.14,71468.14,2021-10-04 01:36:24,,2021-10-04 01:36:24,2021-10-04 01:36:24
1087,PO-001087,13,5,4,partially_received,BRL,112284.97,112284.97,2024-08-11 03:35:44,,2024-08-11 03:35:44,2024-08-11 03:35:44
1088,PO-001088,22,5,2,received,BRL,46275.58,46275.58,2023-05-25 14:01:30,2023-06-15,2023-05-25 14:01:30,2023-05-25 14:01:30
1089,PO-001089,5,5,6,received,BRL,144514.14,144514.14,2025-09-16 07:06:18,2025-11-11,2025-09-16 07:06:18,2025-09-16 07:06:18
1090,PO-001090,5,13,6,received,BRL,52887.43,52887.43,2022-01-10 11:02:19,2022-02-13,2022-01-10 11:02:19,2022-01-10 11:02:19
1091,PO-001091,20,13,3,received,BRL,54654.67,54654.67,2026-01-10 04:08:07,2026-01-24,2026-01-10 04:08:07,2026-01-10 04:08:07
1092,PO-001092,19,13,5,received,BRL,146776.82,146776.82,2023-09-24 11:37:14,2023-11-03,2023-09-24 11:37:14,2023-09-24 11:37:14
1093,PO-001093,6,13,6,received,BRL,89357.65,89357.65,2021-10-30 12:15:28,,2021-10-30 12:15:28,2021-10-30 12:15:28
1094,PO-001094,19,5,4,received,BRL,63605.05,63605.05,2022-10-07 11:04:22,2022-10-13,2022-10-07 11:04:22,2022-10-07 11:04:22
1095,PO-001095,6,5,5,received,BRL,200262.80,200262.80,2024-03-26 01:25:07,2024-04-22,2024-03-26 01:25:07,2024-03-26 01:25:07
1096,PO-001096,18,13,1,partially_received,BRL,70542.25,70542.25,2022-01-23 21:21:03,2022-03-22,2022-01-23 21:21:03,2022-01-23 21:21:03
1097,PO-001097,6,5,5,partially_received,BRL,89684.70,89684.70,2022-08-02 21:44:55,,2022-08-02 21:44:55,2022-08-02 21:44:55
1098,PO-001098,14,13,2,sent,BRL,41597.82,41597.82,2020-10-25 05:57:48,,2020-10-25 05:57:48,2020-10-25 05:57:48
1099,PO-001099,19,5,6,received,BRL,62851.39,62851.39,2020-10-11 18:33:07,2020-10-28,2020-10-11 18:33:07,2020-10-11 18:33:07
1100,PO-001100,16,13,5,received,BRL,58595.37,58595.37,2020-08-12 22:11:09,2020-09-16,2020-08-12 22:11:09,2020-08-12 22:11:09
1101,PO-001101,14,5,3,received,BRL,117119.99,117119.99,2026-11-14 00:48:17,,2026-11-14 00:48:17,2026-11-14 00:48:17
1102,PO-001102,8,13,2,received,EUR,8451.60,8451.60,2025-07-08 20:25:09,2025-08-14,2025-07-08 20:25:09,2025-07-08 20:25:09
1103,PO-001103,15,5,2,received,BRL,33086.70,33086.70,2022-03-27 00:08:07,,2022-03-27 00:08:07,2022-03-27 00:08:07
1104,PO-001104,24,13,3,draft,BRL,116492.06,116492.06,2024-01-16 23:24:57,,2024-01-16 23:24:57,2024-01-16 23:24:57
1105,PO-001105,24,5,4,received,BRL,105766.38,105766.38,2025-09-03 06:56:52,2025-09-21,2025-09-03 06:56:52,2025-09-03 06:56:52
1106,PO-001106,23,5,4,received,BRL,191.15,191.15,2026-05-18 11:51:59,2026-06-29,2026-05-18 11:51:59,2026-05-18 11:51:59
1107,PO-001107,14,13,3,received,BRL,73390.05,73390.05,2022-07-17 23:21:57,2022-08-13,2022-07-17 23:21:57,2022-07-17 23:21:57
1108,PO-001108,13,5,3,draft,BRL,97478.61,97478.61,2026-01-04 20:20:12,2026-01-29,2026-01-04 20:20:12,2026-01-04 20:20:12
1109,PO-001109,13,13,2,received,BRL,4503.18,4503.18,2023-11-26 21:16:34,2023-12-21,2023-11-26 21:16:34,2023-11-26 21:16:34
1110,PO-001110,12,5,6,received,EUR,92439.10,92439.10,2025-09-17 20:14:09,2025-11-11,2025-09-17 20:14:09,2025-09-17 20:14:09
1111,PO-001111,23,5,3,received,BRL,17309.90,17309.90,2023-07-02 09:53:25,2023-07-27,2023-07-02 09:53:25,2023-07-02 09:53:25
1112,PO-001112,5,13,3,received,BRL,126393.53,126393.53,2026-05-15 10:54:14,2026-06-27,2026-05-15 10:54:14,2026-05-15 10:54:14
1113,PO-001113,2,5,6,received,BRL,48468.33,48468.33,2025-09-16 09:02:50,2025-11-12,2025-09-16 09:02:50,2025-09-16 09:02:50
1114,PO-001114,11,13,6,received,BRL,56341.80,56341.80,2025-12-07 17:48:00,2026-02-01,2025-12-07 17:48:00,2025-12-07 17:48:00
1115,PO-001115,2,5,5,cancelled,BRL,70251.00,70251.00,2022-06-14 12:20:50,2022-07-16,2022-06-14 12:20:50,2022-06-14 12:20:50
1116,PO-001116,5,5,1,partially_received,BRL,155479.48,155479.48,2023-07-28 15:52:33,2023-09-06,2023-07-28 15:52:33,2023-07-28 15:52:33
1117,PO-001117,2,13,6,cancelled,BRL,128160.25,128160.25,2024-12-19 00:15:28,2025-01-30,2024-12-19 00:15:28,2024-12-19 00:15:28
1118,PO-001118,2,5,5,draft,BRL,184610.12,184610.12,2024-09-14 04:08:46,2024-10-24,2024-09-14 04:08:46,2024-09-14 04:08:46
1119,PO-001119,22,13,4,received,BRL,200448.02,200448.02,2026-11-01 12:10:52,2026-12-21,2026-11-01 12:10:52,2026-11-01 12:10:52
1120,PO-001120,1,5,3,received,BRL,19612.25,19612.25,2020-01-27 01:09:33,2020-03-05,2020-01-27 01:09:33,2020-01-27 01:09:33
1121,PO-001121,14,5,1,draft,BRL,107818.15,107818.15,2026-11-14 21:16:50,2026-12-22,2026-11-14 21:16:50,2026-11-14 21:16:50
1122,PO-001122,22,13,4,partially_received,BRL,15495.54,15495.54,2025-08-29 19:29:00,2025-09-16,2025-08-29 19:29:00,2025-08-29 19:29:00
1123,PO-001123,5,5,5,received,BRL,137019.25,137019.25,2024-06-15 09:53:54,2024-06-26,2024-06-15 09:53:54,2024-06-15 09:53:54
1124,PO-001124,18,5,4,received,BRL,37843.53,37843.53,2025-03-11 07:15:26,2025-04-24,2025-03-11 07:15:26,2025-03-11 07:15:26
1125,PO-001125,23,13,5,partially_received,BRL,635.56,635.56,2025-01-17 10:41:38,2025-03-14,2025-01-17 10:41:38,2025-01-17 10:41:38
1126,PO-001126,15,5,3,received,BRL,80030.48,80030.48,2022-12-10 22:08:05,2023-02-03,2022-12-10 22:08:05,2022-12-10 22:08:05
1127,PO-001127,5,13,5,received,BRL,9284.39,9284.39,2023-09-26 23:44:12,2023-10-26,2023-09-26 23:44:12,2023-09-26 23:44:12
1128,PO-001128,8,5,6,received,BRL,102580.50,102580.50,2025-08-24 15:31:07,,2025-08-24 15:31:07,2025-08-24 15:31:07
1129,PO-001129,2,13,2,received,BRL,16723.20,16723.20,2025-06-17 19:31:55,2025-08-03,2025-06-17 19:31:55,2025-06-17 19:31:55
1130,PO-001130,7,5,1,received,BRL,149032.55,149032.55,2026-04-18 05:53:18,2026-05-25,2026-04-18 05:53:18,2026-04-18 05:53:18
1131,PO-001131,21,5,1,received,BRL,31814.12,31814.12,2022-03-02 20:33:55,2022-04-23,2022-03-02 20:33:55,2022-03-02 20:33:55
1132,PO-001132,22,13,2,received,BRL,125894.45,125894.45,2020-10-24 02:49:27,2020-11-24,2020-10-24 02:49:27,2020-10-24 02:49:27
1133,PO-001133,24,13,3,partially_received,BRL,53587.67,53587.67,2023-09-10 17:33:26,2023-09-28,2023-09-10 17:33:26,2023-09-10 17:33:26
1134,PO-001134,15,13,6,sent,BRL,113220.21,113220.21,2026-03-15 19:46:44,2026-04-15,2026-03-15 19:46:44,2026-03-15 19:46:44
1135,PO-001135,22,5,6,received,BRL,102986.04,102986.04,2025-08-10 06:51:02,2025-08-13,2025-08-10 06:51:02,2025-08-10 06:51:02
1136,PO-001136,9,5,3,received,BRL,34038.40,34038.40,2021-05-07 04:43:00,,2021-05-07 04:43:00,2021-05-07 04:43:00
1137,PO-001137,9,13,5,sent,BRL,34804.00,34804.00,2023-02-26 19:32:50,,2023-02-26 19:32:50,2023-02-26 19:32:50
1138,PO-001138,18,13,4,received,BRL,115391.79,115391.79,2022-01-02 11:01:54,2022-01-25,2022-01-02 11:01:54,2022-01-02 11:01:54
1139,PO-001139,8,13,4,received,USD,96636.75,96636.75,2023-10-17 21:25:15,2023-12-01,2023-10-17 21:25:15,2023-10-17 21:25:15
1140,PO-001140,18,5,2,received,BRL,66611.16,66611.16,2021-12-01 09:00:21,2021-12-28,2021-12-01 09:00:21,2021-12-01 09:00:21
1141,PO-001141,13,13,4,cancelled,BRL,146273.17,146273.17,2023-09-23 08:13:51,,2023-09-23 08:13:51,2023-09-23 08:13:51
1142,PO-001142,6,13,4,received,BRL,48284.60,48284.60,2020-09-12 00:22:49,2020-10-02,2020-09-12 00:22:49,2020-09-12 00:22:49
1143,PO-001143,11,5,6,sent,BRL,222433.70,222433.70,2021-08-15 18:36:59,2021-08-29,2021-08-15 18:36:59,2021-08-15 18:36:59
1144,PO-001144,3,5,6,partially_received,BRL,73192.11,73192.11,2020-11-21 21:10:40,2020-12-24,2020-11-21 21:10:40,2020-11-21 21:10:40
1145,PO-001145,23,13,4,partially_received,BRL,44358.30,44358.30,2020-01-01 05:31:21,2020-01-14,2020-01-01 05:31:21,2020-01-01 05:31:21
1146,PO-001146,18,13,4,cancelled,BRL,78631.85,78631.85,2025-03-10 16:44:54,2025-04-25,2025-03-10 16:44:54,2025-03-10 16:44:54
1147,PO-001147,8,5,4,received,USD,39092.68,39092.68,2026-11-04 03:18:10,2026-11-28,2026-11-04 03:18:10,2026-11-04 03:18:10
1148,PO-001148,1,5,4,partially_received,BRL,164937.25,164937.25,2021-07-17 16:28:37,2021-08-26,2021-07-17 16:28:37,2021-07-17 16:28:37
1149,PO-001149,15,5,4,sent,BRL,72693.64,72693.64,2024-09-07 07:12:21,2024-09-20,2024-09-07 07:12:21,2024-09-07 07:12:21
1150,PO-001150,3,13,3,partially_received,BRL,27519.90,27519.90,2025-08-18 04:51:33,2025-09-05,2025-08-18 04:51:33,2025-08-18 04:51:33
1151,PO-001151,1,5,4,received,BRL,106677.14,106677.14,2026-12-09 17:33:36,,2026-12-09 17:33:36,2026-12-09 17:33:36
1152,PO-001152,21,13,1,received,BRL,179654.85,179654.85,2026-01-24 20:37:24,,2026-01-24 20:37:24,2026-01-24 20:37:24
1153,PO-001153,18,5,1,received,BRL,161127.76,161127.76,2026-07-21 17:57:01,2026-09-11,2026-07-21 17:57:01,2026-07-21 17:57:01
1154,PO-001154,15,13,4,sent,BRL,25919.10,25919.10,2022-12-15 03:50:26,,2022-12-15 03:50:26,2022-12-15 03:50:26
1155,PO-001155,6,13,4,received,BRL,88903.26,88903.26,2021-10-01 03:46:50,2021-11-24,2021-10-01 03:46:50,2021-10-01 03:46:50
1156,PO-001156,8,13,4,received,BRL,75578.70,75578.70,2020-11-09 12:34:42,2020-12-05,2020-11-09 12:34:42,2020-11-09 12:34:42
1157,PO-001157,9,13,3,partially_received,BRL,11642.31,11642.31,2024-06-30 15:27:08,2024-08-16,2024-06-30 15:27:08,2024-06-30 15:27:08
1158,PO-001158,20,5,2,received,BRL,46729.20,46729.20,2023-08-12 18:11:02,2023-10-04,2023-08-12 18:11:02,2023-08-12 18:11:02
1159,PO-001159,16,13,5,sent,BRL,78561.62,78561.62,2025-04-18 04:03:47,2025-05-30,2025-04-18 04:03:47,2025-04-18 04:03:47
1160,PO-001160,5,13,5,partially_received,BRL,27409.50,27409.50,2026-08-08 02:50:02,2026-08-17,2026-08-08 02:50:02,2026-08-08 02:50:02
1161,PO-001161,3,13,1,received,BRL,88038.10,88038.10,2020-09-11 05:47:29,2020-11-07,2020-09-11 05:47:29,2020-09-11 05:47:29
1162,PO-001162,14,13,6,received,BRL,119510.45,119510.45,2022-09-03 10:05:10,2022-10-27,2022-09-03 10:05:10,2022-09-03 10:05:10
1163,PO-001163,22,5,1,received,BRL,80775.54,80775.54,2026-10-09 20:38:09,2026-11-03,2026-10-09 20:38:09,2026-10-09 20:38:09
1164,PO-001164,5,5,3,draft,BRL,7351.50,7351.50,2024-01-01 09:33:33,2024-02-23,2024-01-01 09:33:33,2024-01-01 09:33:33
1165,PO-001165,24,5,6,received,BRL,27946.13,27946.13,2026-12-14 07:24:13,2027-02-11,2026-12-14 07:24:13,2026-12-14 07:24:13
1166,PO-001166,10,5,3,partially_received,BRL,64877.47,64877.47,2026-03-08 04:15:26,,2026-03-08 04:15:26,2026-03-08 04:15:26
1167,PO-001167,10,5,6,received,BRL,27055.76,27055.76,2025-11-26 05:07:29,2026-01-24,2025-11-26 05:07:29,2025-11-26 05:07:29
1168,PO-001168,14,13,1,received,BRL,109631.70,109631.70,2025-06-17 19:47:41,2025-08-10,2025-06-17 19:47:41,2025-06-17 19:47:41
1169,PO-001169,8,5,5,cancelled,BRL,38946.85,38946.85,2022-09-14 15:26:51,2022-11-05,2022-09-14 15:26:51,2022-09-14 15:26:51
1170,PO-001170,15,13,5,draft,BRL,33357.12,33357.12,2021-02-21 08:51:17,2021-04-20,2021-02-21 08:51:17,2021-02-21 08:51:17
1171,PO-001171,4,5,2,cancelled,BRL,34148.38,34148.38,2025-10-09 18:17:45,2025-10-19,2025-10-09 18:17:45,2025-10-09 18:17:45
1172,PO-001172,21,5,2,received,BRL,13428.45,13428.45,2023-10-07 08:12:05,,2023-10-07 08:12:05,2023-10-07 08:12:05
1173,PO-001173,16,5,4,partially_received,BRL,114994.15,114994.15,2021-10-10 06:50:45,2021-10-13,2021-10-10 06:50:45,2021-10-10 06:50:45
1174,PO-001174,6,5,6,partially_received,BRL,73450.17,73450.17,2026-08-06 02:17:19,2026-08-26,2026-08-06 02:17:19,2026-08-06 02:17:19
1175,PO-001175,11,5,4,draft,BRL,65743.45,65743.45,2022-09-15 17:48:41,2022-09-21,2022-09-15 17:48:41,2022-09-15 17:48:41
1176,PO-001176,19,5,6,received,BRL,239080.19,239080.19,2020-10-17 03:43:51,2020-11-28,2020-10-17 03:43:51,2020-10-17 03:43:51
1177,PO-001177,4,5,3,received,BRL,74386.78,74386.78,2024-11-02 21:50:50,2024-12-02,2024-11-02 21:50:50,2024-11-02 21:50:50
1178,PO-001178,10,5,5,sent,BRL,79005.77,79005.77,2026-11-04 15:06:05,2026-12-09,2026-11-04 15:06:05,2026-11-04 15:06:05
1179,PO-001179,24,5,6,received,BRL,123023.72,123023.72,2024-01-06 16:19:28,2024-02-01,2024-01-06 16:19:28,2024-01-06 16:19:28
1180,PO-001180,9,13,4,received,BRL,132460.39,132460.39,2020-09-09 19:38:40,2020-10-01,2020-09-09 19:38:40,2020-09-09 19:38:40
1181,PO-001181,16,13,2,received,BRL,35610.55,35610.55,2023-11-01 17:31:06,2023-11-04,2023-11-01 17:31:06,2023-11-01 17:31:06
1182,PO-001182,15,5,5,received,BRL,90637.33,90637.33,2021-05-11 01:37:23,2021-05-25,2021-05-11 01:37:23,2021-05-11 01:37:23
1183,PO-001183,13,5,6,sent,BRL,52187.28,52187.28,2023-02-17 07:25:17,2023-03-08,2023-02-17 07:25:17,2023-02-17 07:25:17
1184,PO-001184,19,13,6,received,BRL,30299.40,30299.40,2022-08-28 19:33:33,2022-10-25,2022-08-28 19:33:33,2022-08-28 19:33:33
1185,PO-001185,18,5,2,received,BRL,77388.83,77388.83,2022-02-18 10:02:58,2022-03-14,2022-02-18 10:02:58,2022-02-18 10:02:58
1186,PO-001186,22,13,4,received,BRL,97264.10,97264.10,2026-06-16 09:27:03,2026-08-02,2026-06-16 09:27:03,2026-06-16 09:27:03
1187,PO-001187,7,13,5,received,BRL,92436.06,92436.06,2024-10-20 18:48:57,2024-11-22,2024-10-20 18:48:57,2024-10-20 18:48:57
1188,PO-001188,12,5,5,received,USD,160140.69,160140.69,2023-10-29 10:57:10,2023-12-12,2023-10-29 10:57:10,2023-10-29 10:57:10
1189,PO-001189,20,13,6,sent,BRL,12409.43,12409.43,2023-08-03 17:46:08,2023-09-07,2023-08-03 17:46:08,2023-08-03 17:46:08
1190,PO-001190,7,5,2,partially_received,BRL,21264.39,21264.39,2025-03-30 09:10:02,2025-04-10,2025-03-30 09:10:02,2025-03-30 09:10:02
1191,PO-001191,6,5,1,received,BRL,90047.78,90047.78,2024-12-23 21:24:32,2025-01-12,2024-12-23 21:24:32,2024-12-23 21:24:32
1192,PO-001192,7,5,1,received,BRL,76320.05,76320.05,2026-03-30 20:03:41,2026-04-08,2026-03-30 20:03:41,2026-03-30 20:03:41
1193,PO-001193,21,5,2,partially_received,BRL,104250.90,104250.90,2026-07-07 22:55:09,2026-07-19,2026-07-07 22:55:09,2026-07-07 22:55:09
1194,PO-001194,11,13,2,received,BRL,57831.08,57831.08,2020-11-23 01:14:31,2021-01-08,2020-11-23 01:14:31,2020-11-23 01:14:31
1195,PO-001195,9,5,4,received,BRL,81131.72,81131.72,2022-03-20 15:32:59,2022-04-12,2022-03-20 15:32:59,2022-03-20 15:32:59
1196,PO-001196,12,13,2,received,EUR,90600.58,90600.58,2025-06-06 12:58:02,2025-07-06,2025-06-06 12:58:02,2025-06-06 12:58:02
1197,PO-001197,15,5,3,received,BRL,38709.66,38709.66,2026-01-30 20:47:08,2026-02-06,2026-01-30 20:47:08,2026-01-30 20:47:08
1198,PO-001198,7,5,2,received,BRL,45527.10,45527.10,2025-07-15 17:07:32,2025-08-23,2025-07-15 17:07:32,2025-07-15 17:07:32
1199,PO-001199,11,13,5,partially_received,BRL,29954.56,29954.56,2025-02-21 07:25:03,2025-04-17,2025-02-21 07:25:03,2025-02-21 07:25:03
1200,PO-001200,19,13,4,partially_received,BRL,102798.15,102798.15,2024-12-20 18:04:52,2025-02-08,2024-12-20 18:04:52,2024-12-20 18:04:52
1201,PO-001201,19,5,2,received,BRL,149012.14,149012.14,2020-08-10 03:21:28,2020-10-05,2020-08-10 03:21:28,2020-08-10 03:21:28
1202,PO-001202,10,13,2,received,BRL,191210.70,191210.70,2022-11-26 04:31:21,2022-12-17,2022-11-26 04:31:21,2022-11-26 04:31:21
1203,PO-001203,5,5,3,draft,BRL,50064.75,50064.75,2026-09-27 06:56:56,2026-10-12,2026-09-27 06:56:56,2026-09-27 06:56:56
1204,PO-001204,17,5,6,sent,BRL,23706.38,23706.38,2024-05-13 16:42:25,2024-07-09,2024-05-13 16:42:25,2024-05-13 16:42:25
1205,PO-001205,6,13,5,received,BRL,91791.88,91791.88,2026-01-04 05:42:43,2026-02-17,2026-01-04 05:42:43,2026-01-04 05:42:43
1206,PO-001206,12,5,1,received,EUR,10883.89,10883.89,2025-10-30 01:18:04,2025-11-29,2025-10-30 01:18:04,2025-10-30 01:18:04
1207,PO-001207,10,13,6,sent,BRL,113951.18,113951.18,2026-10-09 10:58:59,2026-11-10,2026-10-09 10:58:59,2026-10-09 10:58:59
1208,PO-001208,2,13,5,draft,BRL,40528.51,40528.51,2024-02-03 14:51:19,,2024-02-03 14:51:19,2024-02-03 14:51:19
1209,PO-001209,11,13,4,sent,BRL,107182.08,107182.08,2021-12-25 04:40:00,2022-02-21,2021-12-25 04:40:00,2021-12-25 04:40:00
1210,PO-001210,18,13,2,partially_received,BRL,51590.84,51590.84,2021-09-17 13:55:53,,2021-09-17 13:55:53,2021-09-17 13:55:53
1211,PO-001211,18,13,5,partially_received,BRL,73110.90,73110.90,2022-12-19 00:53:41,2023-02-01,2022-12-19 00:53:41,2022-12-19 00:53:41
1212,PO-001212,9,5,1,sent,BRL,67062.28,67062.28,2026-10-07 22:11:13,2026-10-25,2026-10-07 22:11:13,2026-10-07 22:11:13
1213,PO-001213,2,5,4,partially_received,BRL,11097.33,11097.33,2021-04-30 18:03:54,2021-05-11,2021-04-30 18:03:54,2021-04-30 18:03:54
1214,PO-001214,3,13,3,received,BRL,113911.48,113911.48,2024-09-19 09:29:58,2024-11-12,2024-09-19 09:29:58,2024-09-19 09:29:58
1215,PO-001215,6,5,4,received,BRL,123002.47,123002.47,2020-10-26 19:58:27,2020-11-18,2020-10-26 19:58:27,2020-10-26 19:58:27
1216,PO-001216,17,13,1,partially_received,BRL,66131.65,66131.65,2020-05-25 08:25:51,,2020-05-25 08:25:51,2020-05-25 08:25:51
1217,PO-001217,2,5,1,received,BRL,123997.28,123997.28,2023-08-01 14:28:47,2023-08-24,2023-08-01 14:28:47,2023-08-01 14:28:47
1218,PO-001218,6,5,5,received,BRL,87503.56,87503.56,2022-11-19 14:07:47,,2022-11-19 14:07:47,2022-11-19 14:07:47
1219,PO-001219,1,5,6,received,BRL,115968.30,115968.30,2020-08-14 10:47:39,2020-09-25,2020-08-14 10:47:39,2020-08-14 10:47:39
1220,PO-001220,25,13,1,draft,BRL,23390.28,23390.28,2020-02-04 20:00:26,2020-03-20,2020-02-04 20:00:26,2020-02-04 20:00:26
1221,PO-001221,21,5,4,partially_received,BRL,73055.26,73055.26,2025-01-05 13:17:42,2025-01-24,2025-01-05 13:17:42,2025-01-05 13:17:42
1222,PO-001222,12,5,3,received,EUR,90154.36,90154.36,2022-09-26 23:09:38,,2022-09-26 23:09:38,2022-09-26 23:09:38
1223,PO-001223,21,5,4,received,BRL,72146.95,72146.95,2026-11-16 12:16:35,,2026-11-16 12:16:35,2026-11-16 12:16:35
1224,PO-001224,15,5,6,received,BRL,62002.26,62002.26,2026-04-29 04:39:59,2026-05-17,2026-04-29 04:39:59,2026-04-29 04:39:59
1225,PO-001225,25,13,2,partially_received,BRL,29698.05,29698.05,2026-07-04 17:41:55,2026-07-10,2026-07-04 17:41:55,2026-07-04 17:41:55
1226,PO-001226,7,13,4,received,BRL,121202.49,121202.49,2026-09-04 21:06:37,2026-10-20,2026-09-04 21:06:37,2026-09-04 21:06:37
1227,PO-001227,23,5,3,received,BRL,150515.62,150515.62,2022-06-13 15:36:21,2022-06-22,2022-06-13 15:36:21,2022-06-13 15:36:21
1228,PO-001228,8,5,6,sent,BRL,9878.76,9878.76,2022-09-25 08:41:48,,2022-09-25 08:41:48,2022-09-25 08:41:48
1229,PO-001229,5,5,5,partially_received,BRL,10983.14,10983.14,2021-12-25 21:58:01,,2021-12-25 21:58:01,2021-12-25 21:58:01
1230,PO-001230,23,5,2,received,BRL,70976.79,70976.79,2022-10-01 16:15:49,2022-10-14,2022-10-01 16:15:49,2022-10-01 16:15:49
1231,PO-001231,22,5,6,received,BRL,56517.99,56517.99,2022-10-08 22:32:34,2022-10-22,2022-10-08 22:32:34,2022-10-08 22:32:34
1232,PO-001232,21,13,4,received,BRL,65749.20,65749.20,2026-10-01 12:29:11,2026-11-03,2026-10-01 12:29:11,2026-10-01 12:29:11
1233,PO-001233,12,13,2,received,BRL,154162.52,154162.52,2022-03-08 18:52:22,,2022-03-08 18:52:22,2022-03-08 18:52:22
1234,PO-001234,15,5,1,received,BRL,113510.97,113510.97,2024-08-03 18:54:15,2024-08-21,2024-08-03 18:54:15,2024-08-03 18:54:15
1235,PO-001235,6,5,3,sent,BRL,75710.31,75710.31,2023-11-07 22:13:00,2023-11-20,2023-11-07 22:13:00,2023-11-07 22:13:00
1236,PO-001236,5,5,1,received,BRL,23173.70,23173.70,2023-12-17 22:34:57,2024-01-15,2023-12-17 22:34:57,2023-12-17 22:34:57
1237,PO-001237,16,5,4,received,BRL,21596.77,21596.77,2024-09-04 08:34:20,2024-10-14,2024-09-04 08:34:20,2024-09-04 08:34:20
1238,PO-001238,8,13,4,draft,USD,547.91,547.91,2025-05-29 03:43:09,2025-07-01,2025-05-29 03:43:09,2025-05-29 03:43:09
1239,PO-001239,17,5,5,partially_received,BRL,134643.99,134643.99,2025-10-07 12:21:04,2025-11-23,2025-10-07 12:21:04,2025-10-07 12:21:04
1240,PO-001240,8,13,5,received,EUR,73642.97,73642.97,2026-09-14 11:37:56,2026-11-03,2026-09-14 11:37:56,2026-09-14 11:37:56
1241,PO-001241,12,13,2,received,BRL,166483.11,166483.11,2025-03-03 17:45:35,,2025-03-03 17:45:35,2025-03-03 17:45:35
1242,PO-001242,5,5,4,received,BRL,153674.21,153674.21,2023-09-14 14:08:29,,2023-09-14 14:08:29,2023-09-14 14:08:29
1243,PO-001243,17,5,4,received,BRL,56697.53,56697.53,2023-10-27 20:56:19,,2023-10-27 20:56:19,2023-10-27 20:56:19
1244,PO-001244,20,13,4,received,BRL,54510.26,54510.26,2026-08-07 07:54:48,2026-09-26,2026-08-07 07:54:48,2026-08-07 07:54:48
1245,PO-001245,19,13,3,received,BRL,56362.76,56362.76,2021-09-15 14:17:48,2021-10-10,2021-09-15 14:17:48,2021-09-15 14:17:48
1246,PO-001246,22,5,6,received,BRL,17013.81,17013.81,2026-06-18 03:36:04,,2026-06-18 03:36:04,2026-06-18 03:36:04
1247,PO-001247,10,5,6,partially_received,BRL,42569.52,42569.52,2020-07-01 15:26:09,2020-08-07,2020-07-01 15:26:09,2020-07-01 15:26:09
1248,PO-001248,18,5,6,sent,BRL,89101.69,89101.69,2024-08-09 11:27:43,2024-09-08,2024-08-09 11:27:43,2024-08-09 11:27:43
1249,PO-001249,10,5,1,received,BRL,79550.36,79550.36,2020-09-03 03:07:22,2020-10-15,2020-09-03 03:07:22,2020-09-03 03:07:22
1250,PO-001250,13,13,6,received,BRL,128045.51,128045.51,2024-12-10 15:34:32,2024-12-19,2024-12-10 15:34:32,2024-12-10 15:34:32
1251,PO-001251,6,13,5,partially_received,BRL,118482.83,118482.83,2023-10-22 00:38:11,,2023-10-22 00:38:11,2023-10-22 00:38:11
1252,PO-001252,1,13,5,received,BRL,19081.40,19081.40,2025-06-13 01:26:11,2025-08-12,2025-06-13 01:26:11,2025-06-13 01:26:11
1253,PO-001253,20,5,1,received,BRL,53078.66,53078.66,2026-07-27 14:23:42,2026-08-20,2026-07-27 14:23:42,2026-07-27 14:23:42
1254,PO-001254,11,5,6,partially_received,BRL,2449.86,2449.86,2026-09-21 13:32:41,,2026-09-21 13:32:41,2026-09-21 13:32:41
1255,PO-001255,21,13,1,sent,BRL,121043.44,121043.44,2025-09-06 21:25:57,2025-10-02,2025-09-06 21:25:57,2025-09-06 21:25:57
1256,PO-001256,1,13,6,partially_received,BRL,146028.11,146028.11,2024-10-05 01:57:19,2024-11-22,2024-10-05 01:57:19,2024-10-05 01:57:19
1257,PO-001257,17,5,6,received,BRL,44802.48,44802.48,2025-08-08 22:20:16,2025-09-07,2025-08-08 22:20:16,2025-08-08 22:20:16
1258,PO-001258,17,13,5,received,BRL,15634.65,15634.65,2021-09-30 08:44:55,2021-11-29,2021-09-30 08:44:55,2021-09-30 08:44:55
1259,PO-001259,21,5,6,received,BRL,33024.84,33024.84,2022-12-19 15:18:15,,2022-12-19 15:18:15,2022-12-19 15:18:15
